start;classe_mod_1024;steps_total;max_value;peak_step;max_debt;max_debt_step;first_surplus_step;first_descent_step;max_run_1;count_1;count_2;count_3;count_4_plus;ratio_1;ratio_2;ratio_3;ratio_4_plus;avg_v2;prefix_30;until_debt_peak;until_peak;until_descent;full_sequence
3964775;871;157;63486606161;82;13.966925059134809;82;114;114;10;91;37;17;12;0.5796178343949044;0.2356687898089172;0.10828025477707007;0.07643312101910828;1.7261146496815287;1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,3,1,1,1;1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,4,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1;1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,4,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1;1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,4,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,2,3,1,4,1,6,2,1,2,1,1,2,4,1,2,1,1,2,1,2,3,1,1,2,3,3,6;1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,4,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,2,3,1,4,1,6,2,1,2,1,1,2,4,1,2,1,1,2,1,2,3,1,1,2,3,3,6,5,1,1,1,2,1,1,3,2,2,2,1,2,3,2,1,2,1,5,1,2,2,3,1,2,2,4,2,1,1,1,1,1,1,2,4,3,3,3,1,2,3,4
358847;447;62;5734125917;29;13.963912520913524;29;42;42;12;37;10;8;7;0.5967741935483871;0.16129032258064516;0.12903225806451613;0.11290322580645161;1.8870967741935485;1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3;1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1;1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1;1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,6,4,1,2,2,3,2,1,3,3;1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,6,4,1,2,2,3,2,1,3,3,9,1,1,5,2,1,1,3,2,3,1,2,1,4,1,3,1,2,3,4
3252223;1023;108;51968116565;29;13.963912520913524;29;34;34;12;67;22;7;12;0.6203703703703703;0.2037037037037037;0.06481481481481481;0.1111111111111111;1.787037037037037;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,2,4,7;1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,2,4,7,3,1,1,1,2,2,2,1,1,1,3,1,3,1,1,2,2,1,1,2,3,1,1,1,1,1,5,2,2,2,1,1,1,2,4,2,4,1,7,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
2672383;767;122;42216015293;70;13.947375050480929;70;87;87;10;70;30;11;11;0.5737704918032787;0.2459016393442623;0.09016393442622951;0.09016393442622951;1.7622950819672132;1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1;1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1;1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1;1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,5,3,1,2,4,3,1,1,2,4,2,9;1,1,1,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,5,3,1,2,4,3,1,1,2,4,2,9,4,3,1,1,1,4,1,1,1,2,1,1,1,2,2,1,3,2,3,1,2,1,2,3,2,1,2,5,4,4,1,1,2,3,4
3243167;159;132;50543191457;58;13.927825041827049;58;92;92;5;76;34;10;12;0.5757575757575758;0.25757575757575757;0.07575757575757576;0.09090909090909091;1.75;1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1;1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1;1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4;1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,7,3,2,1,1,3,2,1,1,2,1,3,3,1,2,1,1,2,1,1,4,5,1,1,4,1,1,3,2,1,1,1,3,1,2,2,1,6,2,1,1,2,2,6,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4
3356201;553;154;52304792741;58;13.927825041827049;58;1;1;12;93;32;14;15;0.6038961038961039;0.2077922077922078;0.09090909090909091;0.09740259740259741;1.7272727272727273;2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2;2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;2;2,1,1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6,2,2,1,2,2,1,1,2,1,4,1,1,2,2,3,1,2,1,5,1,1,5,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
540543;895;150;8216025965;87;13.891737562740587;87;102;102;7;91;33;14;12;0.6066666666666667;0.22;0.09333333333333334;0.08;1.7133333333333334;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5;1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
378043;187;67;5734125917;34;13.888725024519303;34;4;4;12;40;11;9;7;0.5970149253731343;0.16417910447761194;0.13432835820895522;0.1044776119402985;1.8656716417910448;1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1;1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1;1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1;1,2,1,3;1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,6,4,1,2,2,3,2,1,3,3,9,1,1,5,2,1,1,3,2,3,1,2,1,4,1,3,1,2,3,4
2559903;927;117;38828142341;34;13.888725024519303;34;82;82;16;69;23;16;9;0.5897435897435898;0.19658119658119658;0.13675213675213677;0.07692307692307693;1.7692307692307692;1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1;1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,1,1,3,1,2,1,1,1,2,5,1,1,1,1,2,1,1,1,3,1,1,1,1,3,6,1,2,1,1,2,2,1,1,3,2,3,4,1,2,3,2,1,3;1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,1,1,3,1,2,1,1,1,2,5,1,1,1,1,2,1,1,1,3,1,1,1,1,3,6,1,2,1,1,2,2,1,1,3,2,3,4,1,2,3,2,1,3,3,1,1,1,1,3,2,1,1,2,1,5,1,2,6,3,3,1,1,1,2,2,2,6,3,1,2,1,4,1,3,1,2,3,4
3512991;671;142;51968116565;63;13.852637545432827;63;8;8;12;90;27;11;14;0.6338028169014085;0.19014084507042253;0.07746478873239436;0.09859154929577464;1.7394366197183098;1,1,1,1,2,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,2,3,3,1,1;1,1,1,1,2,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,2,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,2,1,1,5;1,1,1,1,2,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,2,4,7,3,1,1,1,2,2,2,1,1,1,3,1,3,1,1,2,2,1,1,2,3,1,1,1,1,1,5,2,2,2,1,1,1,2,4,2,4,1,7,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3985387;1003;152;58956314129;63;13.852637545432827;63;3;3;7;88;34;18;12;0.5789473684210527;0.2236842105263158;0.11842105263157894;0.07894736842105263;1.730263157894737;1,2,2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1;1,2,2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1;1,2,2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1;1,2,2;1,2,2,1,1,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,3,5,3,1,1,3,3,1,3,3,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,5,4,1,2,1,1,2,3,3,2,1,5,4,2,2,1,1,2,1,1,1,3,3,5,1,4,3,1,1,2,1,1,2,1,1,2,2,1,2,1,2,4,3,1,1,1,2,1,1,1,1,4,2,2,4,3,1,1,5,4
2084863;1023;162;30079718549;92;13.816550066346366;92;107;107;11;104;26;19;13;0.6419753086419753;0.16049382716049382;0.11728395061728394;0.08024691358024691;1.7160493827160495;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10;1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,2,1,1,1,4,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,2,3,1,1,1,1,6,1,1,3,2,3,1,1,1,1,1,1,5,5,10,2,1,4,3,1,3,1,1,1,6,1,3,4,2,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
565247;1023;119;8138196845;39;13.813537528125089;39;95;95;12;70;26;14;9;0.5882352941176471;0.2184873949579832;0.11764705882352941;0.07563025210084033;1.7478991596638656;1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1;1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,5,2,2,2,3,2,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,1,1,2,2,1,1,3,1,3,1,2,1,2,1,8,1,3,1,1,2,1,1,1,1,1,1,6,3;1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,5,2,2,2,3,2,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,1,1,2,2,1,1,3,1,3,1,2,1,2,1,8,1,3,1,1,2,1,1,1,1,1,1,6,3,3,5,3,2,2,1,2,2,4,3,2,1,2,3,1,2,1,4,1,3,1,2,3,4
3233107;339;120;46548912269;39;13.813537528125089;39;2;2;13;76;16;16;12;0.6333333333333333;0.13333333333333333;0.13333333333333333;0.1;1.7666666666666666;1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1;1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1;1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1;1,3;1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,5,3,3,1,2,2,4,2,1,1,1,3,3,1,1,1,2,1,1,1,3,2,3,1,1,5,3,3,1,1,1,1,1,1,1,4,3,1,1,1,2,1,6,1,2,5,1,4,6,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
577231;719;143;8216025965;80;13.797000057692486;80;95;95;7;86;33;12;12;0.6013986013986014;0.23076923076923078;0.08391608391608392;0.08391608391608392;1.7202797202797202;1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1;1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1;1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5;1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,3,1,6,2,2,2,1,3,4,2,5,9,2,3,1,4,1,1,2,2,3,1,1,1,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3751423;511;135;51968116565;56;13.75790004038474;56;27;27;12;85;25;12;13;0.6296296296296297;0.18518518518518517;0.08888888888888889;0.0962962962962963;1.7481481481481482;1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1;1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1;1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2;1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,2,3,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,2,4,7,3,1,1,1,2,2,2,1,1,1,3,1,3,1,1,2,2,1,1,2,3,1,1,1,1,1,5,2,2,2,1,1,1,2,4,2,4,1,7,1,4,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3775727;239;152;52304792741;56;13.75790004038474;56;80;80;12;92;31;14;15;0.6052631578947368;0.20394736842105263;0.09210526315789473;0.09868421052631579;1.730263157894737;1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1;1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1;1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6;1,1,1,2,1,1,1,1,1,3,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,2,1,2,1,2,3,3,1,4,3,1,1,2,3,4,6,2,2,1,2,2,1,1,2,1,4,1,1,2,2,3,1,2,1,5,1,1,5,1,1,3,1,3,1,1,3,1,2,6,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,2,2,4,3,1,1,5,4
3888063;959;106;53860955093;56;13.75790004038474;56;82;82;9;65;21;10;10;0.6132075471698113;0.19811320754716982;0.09433962264150944;0.09433962264150944;1.7924528301886793;1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,1,1,1;1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1;1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1;1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,7,1,1,3,1,3,1,3,4,2,1,1,3,1,3,1,1,2,1,1,1,3,1,3,2,5;1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,7,1,1,3,1,3,1,3,4,2,1,1,3,1,3,1,1,2,1,1,1,3,1,3,2,5,1,4,1,1,1,1,9,1,2,2,1,1,1,1,1,4,4,1,3,2,1,7,5,4
