classe_mod;count;avg_first_descent;max_first_descent;no_descent_count;no_descent_ratio;avg_max_ratio;max_ratio;avg_final_ratio;max_final_ratio;min_final_ratio
843;4882;3.0;3;0;0.0;1.5000009407670962;1.5005931198102016;0.10546891904408708;0.1055753262158956;0.1054687679723912
875;4882;3.0;3;0;0.0;1.5000009340830927;1.5005714285714287;0.8437513427444481;0.8445714285714285;0.8437501437782093
907;4882;3.0;3;0;0.0;1.5000009277601412;1.5005512679162072;0.4218756668276026;0.422271223814774;0.4218750718886445
939;4882;3.0;3;0;0.0;1.5000009217642694;1.5005324813631522;0.8437513250361348;0.8445154419595314;0.8437501437763686
971;4882;3.0;3;0;0.0;1.500000916065831;1.5005149330587024;0.21093782921115828;0.21112255406797117;0.21093753594386205
1003;4882;3.0;3;0;0.0;1.5000009106388517;1.5004985044865404;0.8437513090433486;0.8444666001994018;0.843750143774528
3;4883;2.0;2;0;0.0;1.500035038569859;1.6666666666666667;0.28126094955308084;0.3333333333333333;0.2812500312551821
19;4883;2.0;2;0;0.0;1.5000062932838114;1.5263157894736843;0.5625039333023854;0.5789473684210527;0.5625000625101642
35;4883;2.0;2;0;0.0;1.500003827144774;1.5142857142857142;0.14062559799137003;0.14285714285714285;0.14062501562749102
51;4883;2.0;2;0;0.0;1.5000029068882264;1.5098039215686274;0.5625018168051449;0.5686274509803921;0.562500062509764
67;4883;2.0;2;0;0.0;1.5000024250525839;1.507462686567164;0.28125075782893183;0.2835820895522388;0.281250031254782
83;4883;2.0;2;0;0.0;1.5000021281209985;1.5060240963855422;0.5625013300756234;0.5662650602409639;0.5625000625093639
99;4883;2.0;2;0;0.0;1.5000019264651234;1.505050505050505;0.07031265050508796;0.0707070707070707;0.07031250781364548
115;4883;2.0;2;0;0.0;1.5000017803358017;1.5043478260869565;0.5625011127098767;0.5652173913043478;0.5625000625089638
131;4883;2.0;2;0;0.0;1.5000016694025087;1.5038167938931297;0.2812505216882839;0.2824427480916031;0.28125003125438186
147;4883;2.0;2;0;0.0;1.5000015821854704;1.5034013605442176;0.5625009888659143;0.564625850340136;0.5625000625085637
163;4883;2.0;2;0;0.0;1.500001511711739;1.5030674846625767;0.1406252362049595;0.1411042944785276;0.1406250156270909
179;4883;2.0;2;0;0.0;1.5000014535010524;1.5027932960893855;0.5625009084381585;0.5642458100558659;0.5625000625081635
195;4883;2.0;2;0;0.0;1.50000140454316;1.5025641025641026;0.28125043891973966;0.28205128205128205;0.28125003125398174
211;4883;2.0;2;0;0.0;1.500001362740544;1.5023696682464456;0.5625008517128378;0.5639810426540285;0.5625000625077634
227;4883;2.0;2;0;0.0;1.500001326586733;1.502202643171806;0.005858875586221093;0.008792965627498001;1.0728842454458746e-06
243;4883;2.0;2;0;0.0;1.5000012949717703;1.5020576131687242;0.5625008093573589;0.5637860082304527;0.5625000625073634
259;4883;2.0;2;0;0.0;1.5000012670597287;1.501930501930502;0.2812503959561653;0.28185328185328185;0.28125003125358167
275;4883;2.0;2;0;0.0;1.5000012422090105;1.5018181818181817;0.5625007763806325;0.5636363636363636;0.5625000625069633
291;4883;2.0;2;0;0.0;1.5000012199189454;1.5017182130584192;0.14062519061233567;0.140893470790378;0.1406250156266908
307;4883;2.0;2;0;0.0;1.5000011997930642;1.501628664495114;0.562500749870669;0.5635179153094463;0.5625000625065631
323;4883;2.0;2;0;0.0;1.5000011815133074;1.501547987616099;0.2812503692229099;0.28173374613003094;0.2812500312531816
339;4883;2.0;2;0;0.0;1.5000011648215328;1.5014749262536873;0.5625007280134567;0.5634218289085545;0.5625000625061631
355;4883;2.0;2;0;0.0;1.500001149505993;1.5014084507042254;0.0703125898051557;0.07042253521126761;0.07031250781324538
371;4883;2.0;2;0;0.0;1.5000011353913791;1.5013477088948788;0.5625007096196116;0.5633423180592992;0.562500062505763
387;4883;2.0;2;0;0.0;1.5000011223312646;1.5012919896640826;0.28125035072851906;0.28165374677002586;0.2812500312527815
