common_value;members_count;min_step;max_step;avg_step;members
15928163;22;89;101;94.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
15361211;22;14;25;18.681818181818183;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
14581151;22;19;30;23.681818181818183;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
14384891;22;7;18;11.681818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
12786569;22;5;16;9.681818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
10741183;22;47;59;52.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
10618775;22;88;100;93.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
9741089;22;71;82;75.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
9720767;22;18;29;22.681818181818183;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
9589927;22;6;17;10.681818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
8524379;22;4;15;8.681818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
8219045;22;74;85;78.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
7305817;22;72;83;76.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
7079183;22;87;99;92.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
6494059;22;70;81;74.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
5479363;22;73;84;77.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
5201117;22;78;89;82.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
4719455;22;86;98;91.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
4448357;22;93;104;97.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
3467411;22;77;88;81.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
3314621;22;80;92;85.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
3146303;22;85;97;90.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
2965571;22;92;103;96.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
2925629;22;80;91;84.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
2796713;22;83;95;88.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
2468501;22;83;94;87.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
2311607;22;76;87;80.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
2209747;22;79;91;84.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
2097535;22;84;96;89.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
2052377;22;0;15;7.0;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1368251,1441445,1621629,1708377,1799771,1921925,2024743,2052377,2277835,2399695
1977047;22;91;102;95.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1950419;22;79;90;83.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1864475;22;82;94;87.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
1645667;22;82;93;86.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1541071;22;75;86;79.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1318031;22;90;101;94.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1251101;22;95;106;99.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
1242983;22;81;93;86.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
1119949;22;91;103;96.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
1097111;22;81;92;85.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
878687;22;89;100;93.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
834067;22;94;105;98.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
772253;22;128;139;132.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
713357;22;109;120;113.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
703745;22;97;108;101.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
585791;22;88;99;92.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
527809;22;98;109;102.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
514835;22;127;138;131.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
488693;22;132;143;136.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
475571;22;108;119;112.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
469163;22;96;107;100.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
434393;22;130;141;134.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
422729;22;106;117;110.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
419981;22;92;104;97.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
406781;22;123;134;127.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
395857;22;99;110;103.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
390527;22;87;98;91.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
343223;22;126;137;130.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
325795;22;131;142;135.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
317047;22;107;118;111.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
296893;22;100;111;104.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
289595;22;129;140;133.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
281819;22;105;116;109.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
271187;22;122;133;126.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
267509;22;110;121;114.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
260351;22;86;97;90.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
250505;22;103;114;107.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
228815;22;125;136;129.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
187879;22;104;115;108.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
180791;22;121;132;125.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
173567;22;85;96;89.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
167003;22;102;113;106.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
157493;22;93;105;98.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
152543;22;124;135;128.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
120527;22;120;131;124.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
115711;22;84;95;88.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
111335;22;101;112;105.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
103085;22;135;146;139.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
80351;22;119;130;123.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
68723;22;134;145;138.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
56429;22;113;124;117.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
53567;22;118;129;122.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
45815;22;133;144;137.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
38657;22;136;147;140.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
37619;22;112;123;116.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
35711;22;117;128;121.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
28993;22;137;148;141.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
25079;22;111;122;115.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
23807;22;116;127;120.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
21745;22;138;149;142.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
21161;22;114;125;118.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
16309;22;139;150;143.6818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
15871;22;115;126;119.68181818181819;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483
14765;22;94;106;99.22727272727273;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947
2725001;21;2;12;7.619047619047619;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1211111,1344153,1435389,1512173
2043751;21;3;13;8.619047619047619;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1211111,1344153,1435389,1512173
1816667;21;1;11;6.619047619047619;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1211111,1344153,1435389,1512173
1368251;21;0;14;6.333333333333333;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1368251,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695
1211111;21;0;10;5.619047619047619;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1211111,1344153,1435389,1512173
180335645;20;9;50;33.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
120223763;20;8;49;32.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
80149175;20;7;48;31.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
53432783;20;6;47;30.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
35621855;20;5;46;29.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
23747903;20;4;45;28.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
15831935;20;3;44;27.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
10554623;20;2;43;26.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
7036415;20;1;42;25.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
4690943;20;0;41;24.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897
912167;20;0;13;5.65;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695
807407;20;0;9;4.9;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1344153,1435389,1512173
3127295;19;0;40;24.57894736842105;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4745017,4809759,4941897
2270045;19;75;98;83.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
2017817;19;73;96;81.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
1513363;19;74;97;82.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
1345211;19;72;95;80.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
1276901;19;77;100;85.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
1062881;19;68;91;76.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
896807;19;71;94;79.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
851267;19;76;99;84.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
797161;19;69;92;77.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
708587;19;67;90;75.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
608111;19;0;12;4.947368421052632;270271,360361,405407,480481,608111,640641,720723,960963,1081085,1199847,1281283,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695
597871;19;70;93;78.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
538271;19;0;8;4.157894736842105;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,850597,956925,1008115,1134129,1134131,1344153,1435389,1512173
472391;19;66;89;74.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
404021;19;81;104;89.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
359129;19;79;102;87.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
314927;19;65;88;73.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
269347;19;80;103;88.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
239419;19;78;101;86.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
209951;19;64;87;72.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
139967;19;63;86;71.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
93311;19;62;85;70.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
62207;19;61;84;69.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
37877;19;82;105;90.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359
18997161173;18;28;36;31.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
12664774115;18;27;35;30.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
8443182743;18;26;34;29.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
7998895637;18;34;51;45.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
5628788495;18;25;33;28.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
5332597091;18;33;50;44.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
