common_value;members_count;min_step;max_step;avg_step;members
103760507;3;75;80;77.0;3542887,3732423,4723849
103428809;3;71;79;76.0;1395183,2092775,2234815
103100957;3;78;83;80.33333333333333;3708699,4172287,4395495
102885887;3;25;30;27.333333333333332;3708699,4172287,4395495
102150395;3;10;15;12.0;3542887,3732423,4723849
101555167;3;75;78;76.66666666666667;1027431,1541147,1733791
101343257;3;22;25;23.666666666666668;1027431,1541147,1733791
100209691;3;37;40;38.666666666666664;3563611,4009063,4751481
100188265;3;63;66;64.66666666666667;1027431,1541147,1733791
99046385;3;104;107;105.66666666666667;1027431,1541147,1733791
98128367;3;10;11;10.666666666666666;2268927,3403391,4537855
96923375;3;21;23;22.0;829087,1105449,1243631
95100581;3;68;71;69.66666666666667;1027431,1541147,1733791
94563235;3;38;41;39.333333333333336;420351,630527,747291
94243823;3;20;22;21.0;3224667,3627751,4837001
94040999;3;22;29;24.666666666666668;1072575,1506607,1608863
92817647;3;9;11;10.0;3219199,4292265,4828799
92577563;3;18;21;19.666666666666668;3563611,4009063,4751481
92231561;3;73;78;75.0;3542887,3732423,4723849
92034791;3;14;17;15.333333333333334;420351,630527,747291
92028959;3;23;25;24.0;2799007,3732009,4198511
90980065;3;64;66;65.0;2799007,3732009,4198511
90699263;3;19;25;21.666666666666668;459759,581883,654619
90271259;3;73;76;74.66666666666667;1027431,1541147,1733791
89056235;3;61;64;62.666666666666664;1027431,1541147,1733791
83413151;3;13;16;14.333333333333334;3428767,4063723,4571689
83396051;3;54;57;55.666666666666664;1027431,1541147,1733791
82663679;3;26;34;31.0;1395183,2092775,2234815
82639271;3;61;68;63.666666666666664;1072575,1506607,1608863
81983609;3;71;76;73.0;3542887,3732423,4723849
80198383;3;9;14;11.333333333333334;3708699,4172287,4395495
79161097;3;59;62;60.666666666666664;1027431,1541147,1733791
78275605;3;74;77;75.66666666666667;3563611,4009063,4751481
77571607;3;72;80;77.0;1395183,2092775,2234815
76764431;3;67;69;68.0;2799007,3732009,4198511
76604291;3;14;16;15.0;2799007,3732009,4198511
76007443;3;23;26;24.666666666666668;1027431,1541147,1733791
75141199;3;64;67;65.66666666666667;1027431,1541147,1733791
74284789;3;105;108;106.66666666666667;1027431,1541147,1733791
73478825;3;24;32;29.0;1395183,2092775,2234815
73457129;3;59;66;61.666666666666664;1072575,1506607,1608863
73300609;3;67;70;68.66666666666667;3563611,4009063,4751481
72411095;3;72;77;74.33333333333333;3708699,4172287,4395495
71493023;3;35;42;37.666666666666664;1072575,1506607,1608863
71287451;3;7;12;9.333333333333334;3708699,4172287,4395495
70543871;3;7;9;8.0;1835007,2752511,4128767
70365419;3;57;60;58.666666666666664;1027431,1541147,1733791
69723137;3;110;113;111.33333333333333;3428767,4063723,4571689
69578315;3;72;75;73.66666666666667;3563611,4009063,4751481
69173671;3;74;79;76.0;3542887,3732423,4723849
68952539;3;70;78;75.0;1395183,2092775,2234815
68733971;3;77;82;79.33333333333333;3708699,4172287,4395495
68235049;3;65;67;66.0;2799007,3732009,4198511
68100263;3;9;14;11.0;3542887,3732423,4723849
67562171;3;21;24;22.666666666666668;1027431,1541147,1733791
66390749;3;44;46;45.0;829087,1105449,1243631
66190445;3;14;16;15.0;3224667,3627751,4837001
66030923;3;103;106;104.66666666666667;1027431,1541147,1733791
65418911;3;9;10;9.666666666666666;2268927,3403391,4537855
64615583;3;20;22;21.0;829087,1105449,1243631
64131281;3;26;29;27.666666666666668;1027431,1541147,1733791
63549353;3;33;40;35.666666666666664;1072575,1506607,1608863
62829215;3;19;21;20.0;3224667,3627751,4837001
62693999;3;21;28;23.666666666666668;1072575,1506607,1608863
61878431;3;8;10;9.0;3219199,4292265,4828799
61718375;3;17;20;18.666666666666668;3563611,4009063,4751481
61487707;3;72;77;74.0;3542887,3732423,4723849
61356527;3;13;16;14.333333333333334;420351,630527,747291
61352639;3;22;24;23.0;2799007,3732009,4198511
61291145;3;68;76;73.0;1395183,2092775,2234815
60466175;3;18;24;20.666666666666668;459759,581883,654619
60180839;3;72;75;73.66666666666667;1027431,1541147,1733791
59370823;3;60;63;61.666666666666664;1027431,1541147,1733791
58694153;3;101;104;102.66666666666667;1027431,1541147,1733791
57994289;3;80;85;82.33333333333333;3708699,4172287,4395495
57795713;3;10;13;11.666666666666666;3563611,4009063,4751481
57436073;3;18;20;19.0;829087,1105449,1243631
56488313;3;31;38;33.666666666666664;1072575,1506607,1608863
55608767;3;12;15;13.333333333333334;3428767,4063723,4571689
55597367;3;53;56;54.666666666666664;1027431,1541147,1733791
55401425;3;82;87;84.0;3542887,3732423,4723849
55109119;3;25;33;30.0;1395183,2092775,2234815
55092847;3;60;67;62.666666666666664;1072575,1506607,1608863
55003049;3;6;8;7.0;3219199,4292265,4828799
54975457;3;68;71;69.66666666666667;3563611,4009063,4751481
54860777;3;15;18;16.666666666666668;3563611,4009063,4751481
54655739;3;70;75;72.0;3542887,3732423,4723849
52298621;3;10;12;11.0;3224667,3627751,4837001
52292353;3;111;114;112.33333333333333;3428767,4063723,4571689
51176287;3;66;68;67.0;2799007,3732009,4198511
51083945;3;6;8;7.0;1993215,2989823,4484735
51069527;3;13;15;14.0;2799007,3732009,4198511
50211833;3;29;36;31.666666666666668;1072575,1506607,1608863
49639553;3;70;77;72.66666666666667;1072575,1506607,1608863
49419881;3;51;54;52.666666666666664;1027431,1541147,1733791
48985883;3;23;31;28.0;1395183,2092775,2234815
48274063;3;71;76;73.33333333333333;3708699,4172287,4395495
48098461;3;27;30;28.666666666666668;1027431,1541147,1733791
47662015;3;34;41;36.666666666666664;1072575,1506607,1608863
47524967;3;6;11;8.333333333333334;3708699,4172287,4395495
47118797;3;75;82;77.66666666666667;1072575,1506607,1608863
47029247;3;6;8;7.0;1835007,2752511,4128767
46910279;3;56;59;57.666666666666664;1027431,1541147,1733791
46385543;3;71;74;72.66666666666667;3563611,4009063,4751481
45968359;3;69;77;74.0;1395183,2092775,2234815
45822647;3;76;81;78.33333333333333;3708699,4172287,4395495
45400175;3;8;13;10.0;3542887,3732423,4723849
45041447;3;20;23;21.666666666666668;1027431,1541147,1733791
44746481;3;79;81;80.0;3219199,4292265,4828799
44260499;3;43;45;44.0;829087,1105449,1243631
44126963;3;13;15;14.0;3224667,3627751,4837001
44020615;3;102;105;103.66666666666667;1027431,1541147,1733791
43612607;3;8;9;8.666666666666666;2268927,3403391,4537855
43495717;3;81;86;83.33333333333333;3708699,4172287,4395495
43346785;3;11;14;12.666666666666666;3563611,4009063,4751481
43337501;3;37;40;38.666666666666664;1027431,1541147,1733791
43077055;3;19;21;20.0;829087,1105449,1243631
42754187;3;25;28;26.666666666666668;1027431,1541147,1733791
42692609;3;107;112;109.0;3542887,3732423,4723849
42535217;3;37;38;37.666666666666664;2268927,3403391,4537855
42366235;3;32;39;34.666666666666664;1072575,1506607,1608863
41886143;3;18;20;19.0;3224667,3627751,4837001
41795999;3;20;27;22.666666666666668;1072575,1506607,1608863
41551069;3;83;88;85.0;3542887,3732423,4723849
41252287;3;7;9;8.0;3219199,4292265,4828799
41231593;3;69;72;70.66666666666667;3563611,4009063,4751481
41145583;3;16;19;17.666666666666668;3563611,4009063,4751481
40904351;3;12;15;13.333333333333334;420351,630527,747291
40901759;3;21;23;22.0;2799007,3732009,4198511
40860763;3;67;75;72.0;1395183,2092775,2234815
40351229;3;9;11;10.0;2799007,3732009,4198511
40310783;3;17;23;19.666666666666668;459759,581883,654619
40120559;3;71;74;72.66666666666667;1027431,1541147,1733791
40036841;3;18;21;19.666666666666668;1027431,1541147,1733791
39342665;3;41;43;42.0;829087,1105449,1243631
39219265;3;112;115;113.33333333333333;3428767,4063723,4571689
38662859;3;79;84;81.33333333333333;3708699,4172287,4395495
38530475;3;9;12;10.666666666666666;3563611,4009063,4751481
38312959;3;7;9;8.0;1993215,2989823,4484735
38290715;3;17;19;18.0;829087,1105449,1243631
37948985;3;105;110;107.0;3542887,3732423,4723849
37658875;3;30;37;32.666666666666664;1072575,1506607,1608863
37344797;3;46;48;47.0;829087,1105449,1243631
37229665;3;71;78;73.66666666666667;1072575,1506607,1608863
37072511;3;11;14;12.333333333333334;3428767,4063723,4571689
37064911;3;52;55;53.666666666666664;1027431,1541147,1733791
36934283;3;81;86;83.0;3542887,3732423,4723849
36668699;3;5;7;6.0;3219199,4292265,4828799
36573851;3;14;17;15.666666666666666;3563611,4009063,4751481
36437159;3;69;74;71.0;3542887,3732423,4723849
36244901;3;12;20;17.0;1395183,2092775,2234815
34865747;3;9;11;10.0;3224667,3627751,4837001
34790705;3;11;18;13.666666666666666;1072575,1506607,1608863
34055963;3;5;7;6.0;1993215,2989823,4484735
34046351;3;12;14;13.0;2799007,3732009,4198511
33559861;3;80;82;81.0;3219199,4292265,4828799
33093035;3;69;76;71.66666666666667;1072575,1506607,1608863
32946587;3;50;53;51.666666666666664;1027431,1541147,1733791
32826869;3;82;84;83.0;2799007,3732009,4198511
32657255;3;22;30;27.0;1395183,2092775,2234815
32510089;3;12;15;13.666666666666666;3563611,4009063,4751481
32217689;3;10;18;15.0;1395183,2092775,2234815
32019457;3;108;113;110.0;3542887,3732423,4723849
31901413;3;38;39;38.666666666666664;2268927,3403391,4537855
31683311;3;5;10;7.333333333333333;3708699,4172287,4395495
31588481;3;96;101;98.0;3542887,3732423,4723849
31412531;3;74;81;76.66666666666667;1072575,1506607,1608863
31352831;3;5;7;6.0;1835007,2752511,4128767
30923695;3;70;73;71.66666666666667;3563611,4009063,4751481
30548431;3;75;80;77.33333333333333;3708699,4172287,4395495
30437309;3;31;34;32.666666666666664;1027431,1541147,1733791
30266783;3;7;12;9.0;3542887,3732423,4723849
30027631;3;19;22;20.666666666666668;1027431,1541147,1733791
29984381;3;101;106;103.0;3542887,3732423,4723849
29830987;3;78;80;79.0;3219199,4292265,4828799
29506999;3;42;44;43.0;829087,1105449,1243631
29417975;3;12;14;13.0;3224667,3627751,4837001
29414449;3;113;116;114.33333333333333;3428767,4063723,4571689
28891667;3;36;39;37.666666666666664;1027431,1541147,1733791
28637945;3;8;16;13.0;1395183,2092775,2234815
28461739;3;106;111;108.0;3542887,3732423,4723849
28356811;3;36;37;36.666666666666664;2268927,3403391,4537855
28119149;3;12;15;13.666666666666666;1027431,1541147,1733791
28078649;3;94;99;96.0;3542887,3732423,4723849
27924095;3;17;19;18.0;3224667,3627751,4837001
27922249;3;72;79;74.66666666666667;1072575,1506607,1608863
27863999;3;19;26;21.666666666666668;1072575,1506607,1608863
27612161;3;78;86;83.0;1395183,2092775,2234815
27269567;3;11;14;12.333333333333334;420351,630527,747291
27267839;3;20;22;21.0;2799007,3732009,4198511
27055385;3;29;32;30.666666666666668;1027431,1541147,1733791
26900819;3;8;10;9.0;2799007,3732009,4198511
26873855;3;16;22;18.666666666666668;459759,581883,654619
26747039;3;70;73;71.66666666666667;1027431,1541147,1733791
26691227;3;17;20;18.666666666666668;1027431,1541147,1733791
26442197;3;111;114;112.66666666666667;1027431,1541147,1733791
26093029;3;12;19;14.666666666666666;1072575,1506607,1608863
25857197;3;33;39;35.666666666666664;459759,581883,654619
25686983;3;8;11;9.666666666666666;3563611,4009063,4751481
25681481;3;34;37;35.666666666666664;1027431,1541147,1733791
25527143;3;16;18;17.0;829087,1105449,1243631
25299323;3;104;109;106.0;3542887,3732423,4723849
24896531;3;45;47;46.0;829087,1105449,1243631
24821417;3;15;17;16.0;3224667,3627751,4837001
24715007;3;10;13;11.333333333333334;3428767,4063723,4571689
24622855;3;80;85;82.0;3542887,3732423,4723849
24445799;3;4;6;5.0;3219199,4292265,4828799
24382567;3;13;16;14.666666666666666;3563611,4009063,4751481
24377345;3;39;42;40.666666666666664;1027431,1541147,1733791
24291439;3;68;73;70.0;3542887,3732423,4723849
24163267;3;11;19;16.0;1395183,2092775,2234815
24014593;3;109;114;111.0;3542887,3732423,4723849
23691361;3;97;102;99.0;3542887,3732423,4723849
23372477;3;85;90;87.0;3542887,3732423,4723849
23243831;3;8;10;9.0;3224667,3627751,4837001
23193803;3;10;17;12.666666666666666;1072575,1506607,1608863
22936229;3;16;24;21.0;1395183,2092775,2234815
22832873;3;6;9;7.666666666666667;3563611,4009063,4751481
22703975;3;4;6;5.0;1993215,2989823,4484735
22697567;3;11;13;12.0;2799007,3732009,4198511
22690793;3;14;16;15.0;829087,1105449,1243631
22217597;3;8;11;9.666666666666666;1027431,1541147,1733791
22062023;3;68;75;70.66666666666667;1072575,1506607,1608863
22060837;3;114;117;115.33333333333333;3428767,4063723,4571689
21964391;3;49;52;50.666666666666664;1027431,1541147,1733791
21884579;3;81;83;82.0;2799007,3732009,4198511
21771503;3;21;29;26.0;1395183,2092775,2234815
21544957;3;16;18;17.0;2799007,3732009,4198511
21478459;3;9;17;14.0;1395183,2092775,2234815
21122207;3;4;9;6.333333333333333;3708699,4172287,4395495
21058987;3;95;100;97.0;3542887,3732423,4723849
21006449;3;48;50;49.0;829087,1105449,1243631
20941687;3;73;80;75.66666666666667;1072575,1506607,1608863
20901887;3;4;6;5.0;1835007,2752511,4128767
20709121;3;79;87;84.0;1395183,2092775,2234815
20616713;3;8;15;10.666666666666666;1072575,1506607,1608863
20291539;3;30;33;31.666666666666668;1027431,1541147,1733791
20177855;3;6;11;8.0;3542887,3732423,4723849
20169593;3;12;14;13.0;829087,1105449,1243631
19989587;3;100;105;102.0;3542887,3732423,4723849
19946933;3;41;44;42.333333333333336;420351,630527,747291
19720529;3;88;93;90.0;3542887,3732423,4723849
19611983;3;11;13;12.0;3224667,3627751,4837001
19527905;3;6;9;7.333333333333333;3428767,4063723,4571689
19261111;3;35;38;36.666666666666664;1027431,1541147,1733791
19091963;3;7;15;12.0;1395183,2092775,2234815
18746099;3;11;14;12.666666666666666;1027431,1541147,1733791
18719099;3;93;98;95.0;3542887,3732423,4723849
18616063;3;16;18;17.0;3224667,3627751,4837001
18575999;3;18;25;20.666666666666668;1072575,1506607,1608863
18408107;3;77;85;82.0;1395183,2092775,2234815
18349757;3;84;89;86.33333333333333;3708699,4172287,4395495
18283009;3;40;43;41.666666666666664;1027431,1541147,1733791
18179711;3;10;13;11.333333333333334;420351,630527,747291
18178559;3;19;21;20.0;2799007,3732009,4198511
18036923;3;28;31;29.666666666666668;1027431,1541147,1733791
18010945;3;110;115;112.0;3542887,3732423,4723849
17933879;3;7;9;8.0;2799007,3732009,4198511
17915903;3;15;21;17.666666666666668;459759,581883,654619
17831359;3;69;72;70.66666666666667;1027431,1541147,1733791
17794151;3;16;19;17.666666666666668;1027431,1541147,1733791
17768521;3;98;103;100.0;3542887,3732423,4723849
17669549;3;76;83;78.66666666666667;1072575,1506607,1608863
17628131;3;110;113;111.66666666666667;1027431,1541147,1733791
17358137;3;4;7;5.333333333333333;3428767,4063723,4571689
17340929;3;8;12;10.333333333333334;2138439,2706463,3207659
17238131;3;32;38;34.666666666666664;459759,581883,654619
17124655;3;7;10;8.666666666666666;3563611,4009063,4751481
17120987;3;33;36;34.666666666666664;1027431,1541147,1733791
17018095;3;15;17;16.0;829087,1105449,1243631
16970633;3;5;13;10.0;1395183,2092775,2234815
16866215;3;103;108;105.0;3542887,3732423,4723849
16643069;3;5;7;6.0;974079,1461119,2191679
16476671;3;9;12;10.333333333333334;3428767,4063723,4571689
16362761;3;75;83;80.0;1395183,2092775,2234815
16297199;3;3;5;4.0;3219199,4292265,4828799
16251563;3;38;41;39.666666666666664;1027431,1541147,1733791
15941225;3;5;7;6.0;2799007,3732009,4198511
15754837;3;49;51;50.0;829087,1105449,1243631
15669449;3;108;111;109.66666666666667;1027431,1541147,1733791
15581651;3;84;89;86.0;3542887,3732423,4723849
15531841;3;80;88;85.0;1395183,2092775,2234815
15495887;3;7;9;8.0;3224667,3627751,4837001
15482609;3;87;92;89.33333333333333;3708699,4172287,4395495
15462535;3;9;16;11.666666666666666;1072575,1506607,1608863
15290819;3;15;23;20.0;1395183,2092775,2234815
15221915;3;5;8;6.666666666666667;3563611,4009063,4751481
15135983;3;3;5;4.0;1993215,2989823,4484735
15131711;3;10;12;11.0;2799007,3732009,4198511
15127195;3;13;15;14.0;829087,1105449,1243631
14811731;3;7;10;8.666666666666666;1027431,1541147,1733791
14790397;3;89;94;91.0;3542887,3732423,4723849
14708015;3;67;74;69.66666666666667;1072575,1506607,1608863
14680061;3;3;10;7.333333333333333;3054895,4073193,4349647
14645929;3;7;10;8.333333333333334;3428767,4063723,4571689
14642927;3;48;51;49.666666666666664;1027431,1541147,1733791
14589719;3;80;82;81.0;2799007,3732009,4198511
14514335;3;20;28;25.0;1395183,2092775,2234815
14169977;3;3;5;4.0;2799007,3732009,4198511
14081471;3;3;8;5.333333333333333;3708699,4172287,4395495
14004299;3;47;49;48.0;829087,1105449,1243631
13934591;3;3;5;4.0;1835007,2752511,4128767
13774121;3;5;7;6.0;3224667,3627751,4837001
13744475;3;7;14;9.666666666666666;1072575,1506607,1608863
13712257;3;41;44;42.666666666666664;1027431,1541147,1733791
13701473;3;4;8;6.333333333333333;2138439,2706463,3207659
13508209;3;111;116;113.0;3542887,3732423,4723849
13451903;3;5;10;7.0;3542887,3732423,4723849
13446395;3;11;13;12.0;829087,1105449,1243631
13326391;3;99;104;101.0;3542887,3732423,4723849
13297955;3;40;43;41.333333333333336;420351,630527,747291
13147019;3;87;92;89.0;3542887,3732423,4723849
13018603;3;5;8;6.333333333333333;3428767,4063723,4571689
13005697;3;9;13;11.333333333333334;2138439,2706463,3207659
12767645;3;5;8;6.333333333333333;3362671,3985387,4483561
12727975;3;6;14;11.0;1395183,2092775,2234815
12497399;3;10;13;11.666666666666666;1027431,1541147,1733791
12479399;3;92;97;94.0;3542887,3732423,4723849
12383999;3;17;24;19.666666666666668;1072575,1506607,1608863
12272071;3;76;84;81.0;1395183,2092775,2234815
12233171;3;83;88;85.33333333333333;3708699,4172287,4395495
12144373;3;71;73;72.0;2799007,3732009,4198511
12119807;3;9;12;10.333333333333334;420351,630527,747291
12119039;3;18;20;19.0;2799007,3732009,4198511
11955919;3;6;8;7.0;2799007,3732009,4198511
11943935;3;14;20;16.666666666666668;459759,581883,654619
11862767;3;15;18;16.666666666666668;1027431,1541147,1733791
11770433;3;100;105;102.33333333333333;3708699,4172287,4395495
11752087;3;109;112;110.66666666666667;1027431,1541147,1733791
11648881;3;81;89;86.0;1395183,2092775,2234815
11611957;3;88;93;90.33333333333333;3708699,4172287,4395495
11572091;3;3;6;4.333333333333333;3428767,4063723,4571689
11560619;3;7;11;9.333333333333334;2138439,2706463,3207659
11413991;3;32;35;33.666666666666664;1027431,1541147,1733791
11349017;3;3;6;4.333333333333333;3362671,3985387,4483561
11313755;3;4;12;9.0;1395183,2092775,2234815
11244143;3;102;107;104.0;3542887,3732423,4723849
11095379;3;4;6;5.0;974079,1461119,2191679
10984447;3;8;11;9.333333333333334;3428767,4063723,4571689
10864799;3;2;4;3.0;3219199,4292265,4828799
10627483;3;4;6;5.0;2799007,3732009,4198511
10544681;3;13;16;14.666666666666666;1027431,1541147,1733791
10446299;3;107;110;108.66666666666667;1027431,1541147,1733791
10386629;3;86;88;87.0;2799007,3732009,4198511
10330591;3;6;8;7.0;3224667,3627751,4837001
10321739;3;86;91;88.33333333333333;3708699,4172287,4395495
10284193;3;42;45;43.666666666666664;1027431,1541147,1733791
10276105;3;5;9;7.333333333333333;2138439,2706463,3207659
10193879;3;14;22;19.0;1395183,2092775,2234815
10147943;3;4;7;5.666666666666667;3563611,4009063,4751481
10131157;3;112;117;114.0;3542887,3732423,4723849
10090655;3;2;4;3.0;1993215,2989823,4484735
10068605;3;2;15;10.333333333333334;2943135,4414703,4474935
9874487;3;6;9;7.666666666666667;1027431,1541147,1733791
9786707;3;2;9;6.333333333333333;3054895,4073193,4349647
9761951;3;47;50;48.666666666666664;1027431,1541147,1733791
