src,dst,count,source_events,deterministic_probability,empirical_probability
K16:L12:w1-1-1-1-1-1-2-1-2-1-1-3:b1,K15:L11:w1-1-1-1-1-2-1-2-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-1-2-1-2-2:b1,K15:L11:w1-1-1-1-1-2-1-2-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-1-2-2-1-2:b1,K15:L11:w1-1-1-1-1-2-1-2-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-1-3-1-1-2:b1,K15:L11:w1-1-1-1-1-2-1-3-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-2-1-1-1-3:b1,K15:L11:w1-1-1-1-1-2-2-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-2-1-1-2-2:b1,K15:L11:w1-1-1-1-1-2-2-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-2-1-2-1-2:b1,K15:L11:w1-1-1-1-1-2-2-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-2-2-1-1-2:b1,K15:L11:w1-1-1-1-1-2-2-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-2-3-1-1-1-2:b1,K15:L11:w1-1-1-1-1-2-3-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-3-1-1-1-1-3:b1,K15:L11:w1-1-1-1-1-3-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-3-1-1-1-2-2:b1,K15:L11:w1-1-1-1-1-3-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-3-1-1-2-1-2:b1,K15:L11:w1-1-1-1-1-3-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-3-1-2-1-1-2:b1,K15:L11:w1-1-1-1-1-3-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-3-2-1-1-1-2:b1,K15:L11:w1-1-1-1-1-3-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-1-4-1-1-1-1-2:b1,K15:L11:w1-1-1-1-1-4-1-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-1-1-4:b1,K6:L5:w1-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-1-2-3:b1,K6:L5:w1-1-1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-1-3-2:b1,K15:L11:w1-1-1-1-2-1-1-1-1-3-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-2-1-3:b1,K15:L11:w1-1-1-1-2-1-1-1-2-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-2-2-2:b1,K15:L11:w1-1-1-1-2-1-1-1-2-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-1-3-1-2:b1,K15:L11:w1-1-1-1-2-1-1-1-3-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-2-1-1-3:b1,K15:L11:w1-1-1-1-2-1-1-2-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-2-1-2-2:b1,K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-2-2-1-2:b1,K15:L11:w1-1-1-1-2-1-1-2-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-1-3-1-1-2:b1,K15:L11:w1-1-1-1-2-1-1-3-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-2-1-1-1-3:b1,K15:L11:w1-1-1-1-2-1-2-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-2-1-1-2-2:b1,K15:L11:w1-1-1-1-2-1-2-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-2-1-2-1-2:b1,K15:L11:w1-1-1-1-2-1-2-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-2-2-1-1-2:b1,K15:L11:w1-1-1-1-2-1-2-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-1-3-1-1-1-2:b1,K15:L11:w1-1-1-1-2-1-3-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-2-1-1-1-1-3:b1,K15:L11:w1-1-1-1-2-2-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-2-1-1-1-2-2:b1,K15:L11:w1-1-1-1-2-2-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-2-1-1-2-1-2:b1,K15:L11:w1-1-1-1-2-2-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-2-1-2-1-1-2:b1,K15:L11:w1-1-1-1-2-2-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-2-2-2-1-1-1-2:b1,K15:L11:w1-1-1-1-2-2-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-3-1-1-1-1-2-2:b1,K7:L5:w1-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-3-1-1-1-2-1-2:b1,K15:L11:w1-1-1-1-3-1-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-3-1-1-2-1-1-2:b1,K15:L11:w1-1-1-1-3-1-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-3-1-2-1-1-1-2:b1,K15:L11:w1-1-1-1-3-1-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-1-3-2-1-1-1-1-2:b1,K9:L6:w1-1-1-1-3-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-1-1-3-1-2:b1,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-1-2-1-1-3:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-1-2-1-2-2:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-1-2-2-1-2:b1,K5:L4:w1-1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-1-3-1-1-2:b1,K15:L11:w1-1-1-2-1-1-1-3-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-2-1-1-1-3:b1,K15:L11:w1-1-1-2-1-1-2-1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-2-1-1-2-2:b1,K15:L11:w1-1-1-2-1-1-2-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-2-1-2-1-2:b1,K15:L11:w1-1-1-2-1-1-2-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-1-2-2-1-1-2:b1,K15:L11:w1-1-1-2-1-1-2-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-2-1-1-1-1-3:b1,K8:L6:w1-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-2-1-1-1-2-2:b1,K15:L11:w1-1-1-2-1-2-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-2-1-1-2-1-2:b1,K15:L11:w1-1-1-2-1-2-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-2-1-2-1-1-2:b1,K15:L11:w1-1-1-2-1-2-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-1-2-2-1-1-1-2:b1,K10:L7:w1-1-1-2-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-2-1-1-1-2-1-2:b1,K7:L5:w1-1-1-2-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-2-2-1-1-2-1-1-2:b1,K15:L11:w1-1-1-2-2-1-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-3-1-1-1-2-1-1-2:b1,K6:L4:w1-1-1-3:b1,16,16,1.0,1.0
K16:L12:w1-1-1-1-3-1-1-2-1-1-1-2:b1,K10:L7:w1-1-1-3-1-1-2:b1,16,16,1.0,1.0
K16:L12:w1-1-1-2-1-1-2-1-1-1-2-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-2-1-1-2-1-1-2-1-2:b1,K4:L3:w1-1-2:b3,16,16,1.0,1.0
K16:L12:w1-1-1-2-1-1-2-1-2-1-1-2:b1,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K16:L12:w1-1-1-2-1-2-1-1-2-1-1-2:b1,K7:L5:w1-1-2-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-1-4:b1,K15:L12:w1-1-1-1-1-1-1-1-1-1-1-4:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-2-3:b1,K15:L12:w1-1-1-1-1-1-1-1-1-1-2-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-3-2:b1,K15:L12:w1-1-1-1-1-1-1-1-1-1-3-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-1-3:b1,K15:L12:w1-1-1-1-1-1-1-1-1-2-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-2-2-2:b1,K15:L12:w1-1-1-1-1-1-1-1-1-2-2-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-1-3-1-2:b1,K15:L12:w1-1-1-1-1-1-1-1-1-3-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-2-1-1-3:b1,K15:L12:w1-1-1-1-1-1-1-1-2-1-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-2-1-2-2:b1,K15:L12:w1-1-1-1-1-1-1-1-2-1-2-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-2-2-1-2:b1,K15:L12:w1-1-1-1-1-1-1-1-2-2-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-1-3-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-1-3-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-2-1-1-1-3:b1,K15:L12:w1-1-1-1-1-1-1-2-1-1-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-2-1-1-2-2:b1,K15:L12:w1-1-1-1-1-1-1-2-1-1-2-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-2-1-2-1-2:b1,K15:L12:w1-1-1-1-1-1-1-2-1-2-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-2-2-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-2-2-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-1-3-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-1-3-1-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-1-3:b1,K15:L12:w1-1-1-1-1-1-2-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-2-2:b1,K15:L12:w1-1-1-1-1-1-2-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-2-1-1-2-1-2:b1,K15:L12:w1-1-1-1-1-1-2-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-2-1-2-1-1-2:b1,K15:L12:w1-1-1-1-1-1-2-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-2-2-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-2-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-1-3-1-1-1-1-2:b1,K15:L12:w1-1-1-1-1-1-3-1-1-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-1-1-1-1-1-3:b1,K15:L12:w1-1-1-1-1-2-1-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-1-1-1-1-2-2:b1,K15:L12:w1-1-1-1-1-2-1-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-1-1-1-2-1-2:b1,K15:L12:w1-1-1-1-1-2-1-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-1-1-2-1-1-2:b1,K15:L12:w1-1-1-1-1-2-1-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-1-2-1-1-1-2:b1,K15:L12:w1-1-1-1-1-2-1-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-2-2-1-1-1-1-2:b1,K15:L12:w1-1-1-1-1-2-2-1-1-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-1-3-1-1-1-1-1-2:b1,K8:L6:w1-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-2-1-1-1-1-2-1-2:b1,K6:L5:w1-1-1-1-2:b2,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-2-1-1-1-2-1-1-2:b1,K15:L12:w1-1-1-1-2-1-1-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L13:w1-1-1-1-1-2-1-1-2-1-1-1-2:b1,K15:L12:w1-1-1-1-2-1-1-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-3:b1,K15:L13:w1-1-1-1-1-1-1-1-1-1-1-1-3:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-1-2-2:b1,K15:L13:w1-1-1-1-1-1-1-1-1-1-1-2-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-2-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-1-1-2-1-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-1-1-2-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-1-2-1-1-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-1-2-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-2-1-1-1-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-1-2-1-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-2-1-1-1-1-2:b1,16,16,1.0,1.0
K16:L14:w1-1-1-1-1-1-1-2-1-1-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-2-1-1-1-1-1-2:b1,16,16,1.0,1.0
K16:L15:w1-1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,K15:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,16,16,1.0,1.0
K5:L4:w1-1-1-2:b4,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K6:L4:w1-1-1-3:b3,K6:L4:w1-1-1-3:b2,16,16,1.0,1.0
K6:L4:w1-1-2-2:b2,K3:L2:w1-2:b1,16,16,1.0,1.0
K6:L4:w1-1-2-2:b3,K3:L2:w1-2:b1,16,16,1.0,1.0
K6:L4:w1-1-2-2:b4,K3:L2:w1-2:b1,16,16,1.0,1.0
K6:L5:w1-1-1-1-2:b2,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K6:L5:w1-1-1-1-2:b3,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K7:L5:w1-1-1-2-2:b2,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K7:L5:w1-1-1-2-2:b3,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K7:L5:w1-1-2-1-2:b2,K3:L2:w1-2:b2,16,16,1.0,1.0
K7:L6:w1-1-1-1-1-2:b2,K6:L5:w1-1-1-1-2:b1,16,16,1.0,1.0
K8:L6:w1-1-1-1-1-3:b2,K7:L5:w1-1-1-1-3:b1,16,16,1.0,1.0
K8:L6:w1-1-1-2-1-2:b2,K7:L5:w1-1-2-1-2:b1,16,16,1.0,1.0
K9:L6:w1-1-1-1-2-3:b2,K5:L4:w1-1-1-2:b1,16,16,1.0,1.0
K9:L6:w1-1-1-2-1-3:b2,K4:L3:w1-1-2:b1,16,16,1.0,1.0
K9:L6:w1-1-1-2-2-2:b2,K6:L4:w1-1-2-2:b1,16,16,1.0,1.0
K9:L6:w1-1-1-3-1-2:b2,K3:L2:w1-2:b1,16,16,1.0,1.0
K9:L6:w1-1-2-1-1-3:b2,K3:L2:w1-2:b1,16,16,1.0,1.0
K9:L6:w1-1-2-1-2-2:b2,K3:L2:w1-2:b2,16,16,1.0,1.0
K9:L7:w1-1-1-1-1-1-3:b2,K8:L6:w1-1-1-1-1-3:b1,16,16,1.0,1.0
K9:L7:w1-1-1-1-1-2-2:b2,K8:L6:w1-1-1-1-2-2:b1,16,16,1.0,1.0
K9:L7:w1-1-1-1-2-1-2:b2,K8:L6:w1-1-1-2-1-2:b1,16,16,1.0,1.0
K9:L7:w1-1-1-2-1-1-2:b2,K4:L3:w1-1-2:b2,16,16,1.0,1.0
K9:L8:w1-1-1-1-1-1-1-2:b2,K8:L7:w1-1-1-1-1-1-2:b1,16,16,1.0,1.0
K15:L10:w1-1-1-1-2-3-1-1-1-3:b1,K14:L9:w1-1-1-2-3-1-1-1-3:b1,15,15,1.0,1.0
K15:L11:w1-1-1-1-2-2-1-1-1-2-2:b1,K7:L5:w1-1-1-2-2:b2,15,16,0.9375,0.9375
K15:L11:w1-1-1-1-2-2-2-1-1-1-2:b1,K9:L6:w1-1-1-2-2-2:b1,15,16,0.9375,0.9375
K15:L11:w1-1-1-2-1-1-2-2-1-1-2:b1,K4:L3:w1-1-2:b2,15,16,0.9375,0.9375
K16:L11:w1-1-1-1-1-2-3-1-1-1-3:b1,K15:L10:w1-1-1-1-2-3-1-1-1-3:b1,15,16,0.9375,0.9375
K16:L11:w1-1-1-2-2-1-2-2-1-1-2:b1,K11:L7:w1-1-2-2-1-2-2:b1,15,16,0.9375,0.9375
K16:L12:w1-1-1-1-2-1-1-3-1-1-1-2:b1,K10:L7:w1-1-1-2-1-1-3:b1,15,16,0.9375,0.9375
K16:L12:w1-1-1-1-2-2-1-2-1-1-1-2:b1,K10:L7:w1-1-1-2-2-1-2:b1,15,16,0.9375,0.9375
K16:L13:w1-1-1-1-2-1-1-1-2-1-1-1-2:b1,K5:L4:w1-1-1-2:b3,15,16,0.9375,0.9375
K4:L3:w1-1-2:b2,K3:L2:w1-2:b1,15,15,1.0,1.0
K4:L3:w1-1-2:b3,K3:L2:w1-2:b1,15,15,1.0,1.0
K4:L3:w1-1-2:b4,K3:L2:w1-2:b1,15,15,1.0,1.0
K5:L4:w1-1-1-2:b2,K4:L3:w1-1-2:b1,15,15,1.0,1.0
K5:L4:w1-1-1-2:b3,K4:L3:w1-1-2:b1,15,15,1.0,1.0
K7:L5:w1-1-1-1-3:b2,K6:L4:w1-1-1-3:b1,15,15,1.0,1.0
K7:L6:w1-1-1-1-1-2:b3,K6:L5:w1-1-1-1-2:b1,15,15,1.0,1.0
K8:L6:w1-1-1-1-2-2:b2,K7:L5:w1-1-1-2-2:b1,15,15,1.0,1.0
K8:L7:w1-1-1-1-1-1-2:b2,K7:L6:w1-1-1-1-1-2:b1,15,15,1.0,1.0
K9:L6:w1-1-1-1-3-2:b2,K6:L4:w1-1-1-3:b1,15,15,1.0,1.0
K9:L6:w1-1-2-2-1-2:b2,K3:L2:w1-2:b1,15,15,1.0,1.0
K11:L7:w1-1-2-1-1-3-2:b1,K3:L2:w1-2:b1,14,14,1.0,1.0
K11:L7:w1-1-2-1-2-1-3:b1,K3:L2:w1-2:b2,14,14,1.0,1.0
K11:L7:w1-1-2-1-3-1-2:b1,K3:L2:w1-2:b1,14,14,1.0,1.0
K11:L7:w1-1-2-2-1-1-3:b1,K3:L2:w1-2:b1,14,14,1.0,1.0
K11:L7:w1-1-2-2-1-2-2:b1,K3:L2:w1-2:b1,14,14,1.0,1.0
K11:L7:w1-1-2-2-2-1-2:b1,K3:L2:w1-2:b1,14,14,1.0,1.0
K14:L9:w1-1-1-1-1-1-5-1-2:b1,K3:L2:w1-2:b1,14,16,0.875,0.875
K14:L9:w1-1-1-1-1-4-2-1-2:b1,K3:L2:w1-2:b1,14,16,0.875,0.875
K14:L9:w1-1-1-3-1-1-2-2-2:b1,K6:L4:w1-1-2-2:b1,14,16,0.875,0.875
K14:L9:w1-1-1-3-1-1-3-1-2:b1,K3:L2:w1-2:b1,14,16,0.875,0.875
K16:L11:w1-1-1-1-3-1-2-1-1-1-3:b1,K9:L6:w1-1-1-3-1-2:b1,14,16,0.875,0.875
K16:L11:w1-1-1-2-2-1-2-1-1-2-2:b1,K9:L6:w1-1-2-2-1-2:b1,14,16,0.875,0.875
K16:L11:w1-1-2-1-2-1-2-1-2-1-2:b1,K3:L2:w1-2:b5,14,16,0.875,0.875
K16:L12:w1-1-1-1-1-2-3-1-1-1-1-2:b1,K9:L6:w1-1-1-1-2-3:b1,14,16,0.875,0.875
K16:L13:w1-1-1-1-1-2-1-2-1-1-1-1-2:b1,K9:L7:w1-1-1-1-2-1-2:b1,14,16,0.875,0.875
K3:L2:w1-2:b2,K3:L2:w1-2:b1,14,14,1.0,1.0
K3:L2:w1-2:b3,K3:L2:w1-2:b2,14,14,1.0,1.0
K3:L2:w1-2:b4,K3:L2:w1-2:b3,14,14,1.0,1.0
K3:L2:w1-2:b5,K3:L2:w1-2:b4,14,14,1.0,1.0
K3:L2:w1-2:b6,K3:L2:w1-2:b5,14,14,1.0,1.0
K11:L7:w1-1-1-1-1-2-4:b1,K6:L5:w1-1-1-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-1-1-3-3:b1,K7:L5:w1-1-1-1-3:b1,13,13,1.0,1.0
K11:L7:w1-1-1-1-2-1-4:b1,K5:L4:w1-1-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-1-2-2-3:b1,K7:L5:w1-1-1-2-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-1-3-2-2:b1,K6:L4:w1-1-1-3:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-1-1-4:b1,K4:L3:w1-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-1-2-3:b1,K7:L5:w1-1-2-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-1-3-2:b1,K4:L3:w1-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-2-1-3:b1,K6:L4:w1-1-2-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-2-2-2:b1,K6:L4:w1-1-2-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-2-3-1-2:b1,K4:L3:w1-1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-3-1-2-2:b1,K3:L2:w1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-2-1-2-2-2:b1,K3:L2:w1-2:b2,13,13,1.0,1.0
K14:L9:w1-1-1-3-1-1-2-1-3:b1,K4:L3:w1-1-2:b1,13,16,0.8125,0.8125
K6:L4:w1-1-2-2:b1,K3:L2:w1-2:b1,13,13,1.0,1.0
K11:L7:w1-1-1-1-2-3-2:b1,K5:L4:w1-1-1-2:b1,12,12,1.0,1.0
K11:L7:w1-1-1-1-3-1-3:b1,K6:L4:w1-1-1-3:b1,12,12,1.0,1.0
K14:L10:w1-1-1-1-2-1-1-1-1-4:b1,K5:L4:w1-1-1-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-1-2-1-1-1-2-3:b1,K5:L4:w1-1-1-2:b2,12,12,1.0,1.0
K14:L10:w1-1-1-1-2-3-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-1-3-1-1-1-2-2:b1,K6:L4:w1-1-1-3:b1,12,12,1.0,1.0
K14:L10:w1-1-1-1-3-2-1-1-1-2:b1,K6:L4:w1-1-1-3:b1,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-1-1-3-1-2:b1,K4:L3:w1-1-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-1-2-1-1-3:b1,K4:L3:w1-1-2:b2,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-1-2-1-2-2:b1,K4:L3:w1-1-2:b2,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-1-2-2-1-2:b1,K4:L3:w1-1-2:b2,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-2-1-1-1-3:b1,K7:L5:w1-1-2-1-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-2-1-2-2-1-1-2:b1,K9:L6:w1-1-2-1-2-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-2-2-1-1-2-1-2:b1,K6:L4:w1-1-2-2:b1,12,12,1.0,1.0
K14:L10:w1-1-1-2-2-1-2-1-1-2:b1,K9:L6:w1-1-2-2-1-2:b1,12,12,1.0,1.0
K14:L11:w1-1-1-1-1-3-1-1-1-1-2:b1,K7:L5:w1-1-1-1-3:b1,12,12,1.0,1.0
K14:L11:w1-1-1-1-2-1-1-1-2-1-2:b1,K5:L4:w1-1-1-2:b2,12,12,1.0,1.0
K15:L11:w1-1-1-1-1-1-1-1-1-1-5:b1,K14:L10:w1-1-1-1-1-1-1-1-1-5:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-1-2-4:b1,K14:L10:w1-1-1-1-1-1-1-1-2-4:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-1-3-3:b1,K14:L10:w1-1-1-1-1-1-1-1-3-3:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-1-4-2:b1,K14:L10:w1-1-1-1-1-1-1-1-4-2:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-2-1-4:b1,K14:L10:w1-1-1-1-1-1-1-2-1-4:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-2-2-3:b1,K14:L10:w1-1-1-1-1-1-1-2-2-3:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-2-3-2:b1,K14:L10:w1-1-1-1-1-1-1-2-3-2:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-3-1-3:b1,K14:L10:w1-1-1-1-1-1-1-3-1-3:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-3-2-2:b1,K14:L10:w1-1-1-1-1-1-1-3-2-2:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-1-4-1-2:b1,K14:L10:w1-1-1-1-1-1-1-4-1-2:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-2-1-1-4:b1,K14:L10:w1-1-1-1-1-1-2-1-1-4:b1,12,16,0.75,0.75
K15:L11:w1-1-1-1-1-1-1-2-1-2-3:b1,K14:L10:w1-1-1-1-1-1-2-1-2-3:b1,12,16,0.75,0.75
