node,K,L,b,total_lift_classes,canonical_source_classes,shadowed_initial_classes,no_initial_classes,internal_hit_classes,external_hit_classes,below_start_classes,budget_classes,max_steps_observed,max_bit_length_observed
K11:L7:w1-1-1-1-2-1-4:b1,11,7,1,32,25,7,0,25,0,0,0,1,18
K11:L7:w1-1-1-1-2-2-3:b1,11,7,1,32,25,7,0,25,0,0,0,1,18
K11:L7:w1-1-1-1-2-3-2:b1,11,7,1,32,25,7,0,25,0,0,0,1,18
K11:L7:w1-1-1-1-3-1-3:b1,11,7,1,32,25,7,0,25,0,0,0,1,18
K11:L7:w1-1-1-1-3-2-2:b1,11,7,1,32,25,7,0,25,0,0,0,1,18
K11:L7:w1-1-1-1-4-1-2:b1,11,7,1,32,25,7,0,0,0,25,0,5,20
K11:L7:w1-1-1-2-1-1-4:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-2-1-2-3:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-2-1-3-2:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-2-1-3-2:b2,11,7,2,32,32,0,0,32,0,0,0,1,29
K11:L7:w1-1-1-2-2-1-3:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-2-2-2-2:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-2-3-1-2:b1,11,7,1,32,26,6,0,26,0,0,0,1,18
K11:L7:w1-1-1-3-1-1-3:b1,11,7,1,32,26,6,0,2,0,24,0,13,19
K11:L7:w1-1-1-3-1-2-2:b1,11,7,1,32,26,6,0,26,0,0,0,4,19
K11:L7:w1-1-1-3-2-1-2:b1,11,7,1,32,26,6,0,0,0,26,0,5,19
K11:L7:w1-1-1-4-1-1-2:b1,11,7,1,32,26,6,0,0,0,26,0,4,19
K11:L7:w1-1-2-1-1-2-3:b2,11,7,2,32,32,0,0,32,0,0,0,1,29
K11:L7:w1-1-2-1-1-3-2:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-2-1-2-1-3:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-2-1-2-2-2:b1,11,7,1,32,27,5,0,27,0,0,0,1,18
K11:L7:w1-1-2-1-3-1-2:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-2-2-1-1-3:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-2-2-1-1-3:b2,11,7,2,32,32,0,0,32,0,0,0,1,29
K11:L7:w1-1-2-2-1-2-2:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-2-2-1-2-2:b2,11,7,2,32,32,0,0,32,0,0,0,1,29
K11:L7:w1-1-2-2-2-1-2:b1,11,7,1,32,28,4,0,28,0,0,0,1,18
K11:L7:w1-1-3-1-2-1-2:b1,11,7,1,32,28,4,0,0,0,28,0,3,19
K11:L8:w1-1-1-1-1-1-1-4:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-1-1-2-3:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-1-1-3-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-1-2-1-3:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-1-2-2-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-1-3-1-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-2-1-1-3:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-2-1-2-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-2-2-1-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-1-3-1-1-2:b1,11,8,1,32,10,22,0,10,0,0,0,1,18
K11:L8:w1-1-1-2-1-1-1-3:b1,11,8,1,32,11,21,0,11,0,0,0,1,18
K11:L8:w1-1-1-2-1-1-1-3:b2,11,8,2,32,32,0,0,32,0,0,0,1,29
K11:L8:w1-1-1-2-1-1-2-2:b1,11,8,1,32,11,21,0,11,0,0,0,1,18
K11:L8:w1-1-1-2-1-2-1-2:b1,11,8,1,32,11,21,0,11,0,0,0,1,18
K11:L8:w1-1-1-2-2-1-1-2:b1,11,8,1,32,11,21,0,11,0,0,0,1,18
K11:L9:w1-1-1-1-1-1-1-1-3:b1,11,9,1,32,7,25,0,7,0,0,0,1,18
K11:L9:w1-1-1-1-1-1-1-2-2:b1,11,9,1,32,7,25,0,7,0,0,0,1,18
K11:L9:w1-1-1-1-1-1-2-1-2:b1,11,9,1,32,7,25,0,7,0,0,0,1,18
K11:L9:w1-1-1-1-1-2-1-1-2:b1,11,9,1,32,7,25,0,7,0,0,0,1,18
K11:L9:w1-1-1-1-2-1-1-1-2:b1,11,9,1,32,7,25,0,7,0,0,0,1,18
K11:L9:w1-1-1-1-2-1-1-1-2:b2,11,9,2,32,32,0,0,32,0,0,0,1,29
K12:L10:w1-1-1-1-1-1-1-1-1-3:b1,12,10,1,32,10,22,0,10,0,0,0,1,19
K12:L10:w1-1-1-1-1-1-1-1-2-2:b1,12,10,1,32,10,22,0,10,0,0,0,1,19
K12:L10:w1-1-1-1-1-1-1-2-1-2:b1,12,10,1,32,10,22,0,10,0,0,0,1,19
K12:L10:w1-1-1-1-1-1-2-1-1-2:b1,12,10,1,32,10,22,0,10,0,0,0,1,19
K12:L10:w1-1-1-1-1-2-1-1-1-2:b1,12,10,1,32,10,22,0,10,0,0,0,1,19
K12:L11:w1-1-1-1-1-1-1-1-1-1-2:b1,12,11,1,32,10,22,0,10,0,0,0,1,19
K12:L8:w1-1-1-1-1-1-1-5:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-1-2-4:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-1-3-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-1-4-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-2-1-4:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-2-2-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-2-3-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-3-1-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-3-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-1-4-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-1-1-4:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-1-2-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-1-3-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-2-1-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-2-1-3:b2,12,8,2,32,32,0,0,32,0,0,0,1,31
K12:L8:w1-1-1-1-2-2-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-2-3-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-3-1-1-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-3-1-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-3-2-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-1-4-1-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-1-1-4:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-1-2-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-1-3-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-2-1-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-2-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-1-3-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-2-1-1-3:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-2-1-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-2-2-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-2-3-1-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-3-1-1-2-2:b1,12,8,1,32,18,14,0,18,0,0,0,4,20
K12:L8:w1-1-1-3-1-2-1-2:b1,12,8,1,32,18,14,0,18,0,0,0,1,19
K12:L8:w1-1-1-3-2-1-1-2:b1,12,8,1,32,18,14,0,0,0,18,0,5,20
K12:L8:w1-1-2-1-1-3-1-2:b1,12,8,1,32,20,12,0,20,0,0,0,1,19
K12:L8:w1-1-2-1-2-1-1-3:b1,12,8,1,32,20,12,0,20,0,0,0,1,19
K12:L8:w1-1-2-1-2-1-2-2:b1,12,8,1,32,20,12,0,20,0,0,0,1,19
K12:L8:w1-1-2-1-2-2-1-2:b1,12,8,1,32,20,12,0,20,0,0,0,1,19
K12:L8:w1-1-2-2-1-2-1-2:b1,12,8,1,32,20,12,0,20,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-1-1-4:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-1-2-3:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-1-2-3:b2,12,9,2,32,32,0,0,32,0,0,0,1,31
K12:L9:w1-1-1-1-1-1-1-3-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-2-1-3:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-2-1-3:b2,12,9,2,32,32,0,0,32,0,0,0,1,31
K12:L9:w1-1-1-1-1-1-2-2-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-3-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-1-3-1-2:b2,12,9,2,32,32,0,0,32,0,0,0,1,31
K12:L9:w1-1-1-1-1-2-1-1-3:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-2-1-2-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-2-2-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-1-3-1-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-2-1-1-1-3:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-2-1-1-2-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-2-1-2-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-2-2-1-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-1-3-1-1-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-2-1-1-2-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K12:L9:w1-1-1-2-1-2-1-1-2:b1,12,9,1,32,12,20,0,12,0,0,0,1,19
K13:L10:w1-1-1-1-1-1-1-1-1-4:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-1-2-3:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-1-3-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-2-1-3:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-2-2-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-1-3-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-2-1-1-3:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-2-1-2-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-2-2-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-1-3-1-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-2-1-1-1-3:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-2-1-1-2-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-2-1-2-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-2-2-1-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-1-3-1-1-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-2-1-1-1-1-3:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-2-1-1-1-2-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-2-1-1-2-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-2-1-2-1-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-1-2-2-1-1-1-2:b1,13,10,1,32,16,16,0,16,0,0,0,1,20
K13:L10:w1-1-1-2-1-1-2-1-1-2:b1,13,10,1,32,16,16,0,15,1,0,0,1,20
K13:L11:w1-1-1-1-1-1-1-1-1-1-3:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L11:w1-1-1-1-1-1-1-1-1-2-2:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L11:w1-1-1-1-1-1-1-1-2-1-2:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L11:w1-1-1-1-1-1-1-2-1-1-2:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L11:w1-1-1-1-1-1-2-1-1-1-2:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L11:w1-1-1-1-1-2-1-1-1-1-2:b1,13,11,1,32,16,16,0,16,0,0,0,1,20
K13:L12:w1-1-1-1-1-1-1-1-1-1-1-2:b1,13,12,1,32,16,16,0,16,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-1-1-5:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-1-2-4:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-1-3-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-1-4-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-2-1-4:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-2-2-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-2-3-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-3-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-3-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-1-4-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-1-1-4:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-1-2-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-1-3-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-2-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-2-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-2-3-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-3-1-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-3-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-3-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-1-4-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-1-1-4:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-1-2-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-1-3-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-2-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-2-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-1-3-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-2-1-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-2-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-2-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-2-3-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-3-1-1-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-3-1-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-3-1-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-3-2-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-1-4-1-1-1-2:b1,13,9,1,32,20,12,0,0,0,20,0,5,22
K13:L9:w1-1-1-2-1-1-1-3-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-1-2-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-1-2-1-3:b2,13,9,2,32,32,0,0,32,0,0,0,1,33
K13:L9:w1-1-1-2-1-1-2-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-1-3-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-2-1-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-2-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-2-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-3-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-1-3-1-1-2:b2,13,9,2,32,32,0,0,32,0,0,0,1,33
K13:L9:w1-1-1-2-2-1-1-1-3:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-2-1-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-2-1-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-2-2-2-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-1-3-1-1-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,4,21
K13:L9:w1-1-1-3-1-2-1-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,4,21
K13:L9:w1-1-2-1-2-1-1-2-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K13:L9:w1-1-2-1-2-1-2-1-2:b1,13,9,1,32,20,12,0,20,0,0,0,1,20
K14:L10:w1-1-1-1-1-1-1-1-1-5:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-1-2-4:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-1-3-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-1-4-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-2-1-4:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-2-2-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-2-3-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-3-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-3-2-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-1-4-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-1-1-4:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-1-2-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-1-3-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-2-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-2-2-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-2-3-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-3-1-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-3-1-2-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-3-2-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-1-4-1-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-1-1-4:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-1-2-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-1-3-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-2-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-2-2-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-1-3-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-2-1-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-2-1-2-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-2-2-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-2-3-1-1-2:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
K14:L10:w1-1-1-1-1-3-1-1-1-3:b1,14,10,1,32,24,8,0,24,0,0,0,1,21
