K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
16,11,1 1 1 2 2 1 1 1 3 1 2,281323,16,-111611,-281323,111611,-2.52056696921,17,56879
16,11,1 1 1 2 2 1 1 2 1 1 3,270059,16,-111611,-270059,111611,-2.41964501707,17,107055
16,11,1 1 1 2 2 1 1 2 1 2 2,278251,16,-111611,-278251,111611,-2.49304280044,17,82479
16,11,1 1 1 2 2 1 1 2 2 1 2,290539,16,-111611,-290539,111611,-2.6031394755,17,111151
16,11,1 1 1 2 2 1 1 3 1 1 2,308971,16,-111611,-308971,111611,-2.76828448809,17,88623
16,11,1 1 1 2 2 1 2 1 1 1 3,283883,16,-111611,-283883,111611,-2.54350377651,17,57391
16,11,1 1 1 2 2 1 2 1 1 2 2,292075,16,-111611,-292075,111611,-2.61690155988,17,32815
16,11,1 1 1 2 2 1 2 1 2 1 2,304363,16,-111611,-304363,111611,-2.72699823494,17,61487
16,11,1 1 1 2 2 1 2 2 1 1 2,322795,16,-111611,-322795,111611,-2.89214324753,17,38959
16,11,1 1 1 2 2 2 1 1 2 1 2,325099,16,-111611,-325099,111611,-2.9127863741,17,118063
16,11,1 1 1 2 2 2 1 2 1 1 2,343531,16,-111611,-343531,111611,-3.07793138669,17,95535
16,11,1 1 1 2 3 1 1 2 1 1 2,374635,16,-111611,-374635,111611,-3.35661359543,17,49327
16,11,1 1 1 3 1 1 1 3 1 1 2,332299,16,-111611,-332299,111611,-2.97729614465,17,21199
16,11,1 1 1 3 1 1 2 1 1 2 2,315403,16,-111611,-315403,111611,-2.82591321644,17,96463
16,11,1 1 1 3 1 1 2 1 2 1 2,327691,16,-111611,-327691,111611,-2.9360098915,17,125135
16,11,1 1 1 3 1 1 2 2 1 1 2,346123,16,-111611,-346123,111611,-3.10115490409,17,102607
16,11,1 1 1 3 1 2 1 1 2 1 2,348427,16,-111611,-348427,111611,-3.12179803066,17,50639
16,11,1 1 1 3 1 2 1 2 1 1 2,366859,16,-111611,-366859,111611,-3.28694304325,17,28111
16,11,1 1 1 3 2 1 1 2 1 1 2,397963,16,-111611,-397963,111611,-3.56562525199,17,112975
16,11,1 1 2 1 1 2 1 1 2 1 3,262787,16,-111611,-262787,111611,-2.35449014882,17,123623
16,11,1 1 2 1 1 2 1 1 2 2 2,270979,16,-111611,-270979,111611,-2.42788793219,17,99047
16,11,1 1 2 1 1 2 1 1 3 1 2,283267,16,-111611,-283267,111611,-2.53798460725,17,127719
16,11,1 1 2 1 1 2 1 2 1 1 3,272003,16,-111611,-272003,111611,-2.43706265511,17,46823
16,11,1 1 2 1 1 2 1 2 1 2 2,280195,16,-111611,-280195,111611,-2.51046043849,17,22247
16,11,1 1 2 1 1 2 1 2 2 1 2,292483,16,-111611,-292483,111611,-2.62055711355,17,50919
16,11,1 1 2 1 1 2 2 1 1 2 2,294019,16,-111611,-294019,111611,-2.63431919793,17,103655
16,11,1 1 2 1 1 2 2 1 2 1 2,306307,16,-111611,-306307,111611,-2.74441587299,17,1255
16,11,1 1 2 1 1 3 1 1 2 1 2,327043,16,-111611,-327043,111611,-2.93020401215,17,57831
16,11,1 1 2 1 2 1 1 2 1 2 2,295747,16,-111611,-295747,111611,-2.64980154286,17,64679
16,11,1 1 2 1 2 1 1 2 2 1 2,308035,16,-111611,-308035,111611,-2.75989821792,17,93351
16,11,1 1 2 1 2 1 2 1 1 2 2,309571,16,-111611,-309571,111611,-2.7736603023,17,15015
16,11,1 1 2 1 2 1 2 1 2 1 2,321859,16,-111611,-321859,111611,-2.88375697736,17,43687
16,12,1 1 1 1 1 1 1 1 1 1 1 5,527345,16,-465905,-105469,93181,-1.13187237742,17,4095
16,12,1 1 1 1 1 1 1 1 1 1 2 4,529393,16,-465905,-529393,465905,-1.13626812333,17,100351
16,12,1 1 1 1 1 1 1 1 1 1 3 3,533489,16,-465905,-48499,42355,-1.14505961516,17,30719
16,12,1 1 1 1 1 1 1 1 1 1 4 2,541681,16,-465905,-541681,465905,-1.16264259881,17,22527
16,12,1 1 1 1 1 1 1 1 1 2 1 4,532465,16,-465905,-106493,93181,-1.1428617422,17,48127
16,12,1 1 1 1 1 1 1 1 1 2 2 3,536561,16,-465905,-536561,465905,-1.15165323403,17,109567
16,12,1 1 1 1 1 1 1 1 1 2 3 2,544753,16,-465905,-49523,42355,-1.16923621768,17,101375
16,12,1 1 1 1 1 1 1 1 1 3 1 3,542705,16,-465905,-108541,93181,-1.16484047177,17,5119
16,12,1 1 1 1 1 1 1 1 1 3 2 2,550897,16,-465905,-550897,465905,-1.18242345543,17,127999
16,12,1 1 1 1 1 1 1 1 1 4 1 2,563185,16,-465905,-112637,93181,-1.20879793091,17,50175
16,12,1 1 1 1 1 1 1 1 2 1 1 4,537073,16,-465905,-537073,465905,-1.15275217051,17,100863
16,12,1 1 1 1 1 1 1 1 2 1 2 3,541169,16,-465905,-541169,465905,-1.16154366233,17,31231
16,12,1 1 1 1 1 1 1 1 2 1 3 2,549361,16,-465905,-549361,465905,-1.17912664599,17,23039
16,12,1 1 1 1 1 1 1 1 2 2 1 3,547313,16,-465905,-547313,465905,-1.17473090008,17,57855
16,12,1 1 1 1 1 1 1 1 2 2 2 2,555505,16,-465905,-111101,93181,-1.19231388373,17,49663
16,12,1 1 1 1 1 1 1 1 2 3 1 2,567793,16,-465905,-567793,465905,-1.21868835921,17,102911
16,12,1 1 1 1 1 1 1 1 3 1 1 3,556529,16,-465905,-556529,465905,-1.19451175669,17,32255
16,12,1 1 1 1 1 1 1 1 3 1 2 2,564721,16,-465905,-564721,465905,-1.21209474034,17,24063
16,12,1 1 1 1 1 1 1 1 3 2 1 2,577009,16,-465905,-577009,465905,-1.23846921583,17,77311
16,12,1 1 1 1 1 1 1 1 4 1 1 2,595441,16,-465905,-54131,42355,-1.27803092905,17,26111
16,12,1 1 1 1 1 1 1 2 1 1 1 4,543985,16,-465905,-108797,93181,-1.16758781297,17,48895
16,12,1 1 1 1 1 1 1 2 1 1 2 3,548081,16,-465905,-548081,465905,-1.17637930479,17,110335
16,12,1 1 1 1 1 1 1 2 1 1 3 2,556273,16,-465905,-556273,465905,-1.19396228845,17,102143
16,12,1 1 1 1 1 1 1 2 1 2 1 3,554225,16,-465905,-110845,93181,-1.18956654254,17,5887
16,12,1 1 1 1 1 1 1 2 1 2 2 2,562417,16,-465905,-562417,465905,-1.20714952619,17,128767
16,12,1 1 1 1 1 1 1 2 1 3 1 2,574705,16,-465905,-114941,93181,-1.23352400167,17,50943
16,12,1 1 1 1 1 1 1 2 2 1 1 3,563441,16,-465905,-563441,465905,-1.20934739915,17,111359
16,12,1 1 1 1 1 1 1 2 2 1 2 2,571633,16,-465905,-571633,465905,-1.2269303828,17,103167
16,12,1 1 1 1 1 1 1 2 2 2 1 2,583921,16,-465905,-583921,465905,-1.25330485829,17,25343
16,12,1 1 1 1 1 1 1 2 3 1 1 2,602353,16,-465905,-602353,465905,-1.29286657151,17,105215
16,12,1 1 1 1 1 1 1 3 1 1 1 3,577265,16,-465905,-115453,93181,-1.23901868407,17,7423
16,12,1 1 1 1 1 1 1 3 1 1 2 2,585457,16,-465905,-585457,465905,-1.25660166772,17,130303
16,12,1 1 1 1 1 1 1 3 1 2 1 2,597745,16,-465905,-119549,93181,-1.28297614321,17,52479
16,12,1 1 1 1 1 1 1 3 2 1 1 2,616177,16,-465905,-616177,465905,-1.32253785643,17,1279
16,12,1 1 1 1 1 1 1 4 1 1 1 2,643825,16,-465905,-128765,93181,-1.38188042627,17,55551
16,12,1 1 1 1 1 1 2 1 1 1 1 4,554353,16,-465905,-554353,465905,-1.18984127666,17,102015
16,12,1 1 1 1 1 1 2 1 1 1 2 3,558449,16,-465905,-558449,465905,-1.19863276848,17,32383
16,12,1 1 1 1 1 1 2 1 1 1 3 2,566641,16,-465905,-566641,465905,-1.21621575214,17,24191
16,12,1 1 1 1 1 1 2 1 1 2 1 3,564593,16,-465905,-564593,465905,-1.21182000622,17,59007
16,12,1 1 1 1 1 1 2 1 1 2 2 2,572785,16,-465905,-114557,93181,-1.22940298988,17,50815
16,12,1 1 1 1 1 1 2 1 1 3 1 2,585073,16,-465905,-585073,465905,-1.25577746536,17,104063
16,12,1 1 1 1 1 1 2 1 2 1 1 3,573809,16,-465905,-573809,465905,-1.23160086284,17,33407
16,12,1 1 1 1 1 1 2 1 2 1 2 2,582001,16,-465905,-582001,465905,-1.24918384649,17,25215
16,12,1 1 1 1 1 1 2 1 2 2 1 2,594289,16,-465905,-594289,465905,-1.27555832198,17,78463
16,12,1 1 1 1 1 1 2 1 3 1 1 2,612721,16,-465905,-612721,465905,-1.3151200352,17,27263
16,12,1 1 1 1 1 1 2 2 1 1 1 3,587633,16,-465905,-587633,465905,-1.26127214776,17,60543
16,12,1 1 1 1 1 1 2 2 1 1 2 2,595825,16,-465905,-119165,93181,-1.27885513141,17,52351
16,12,1 1 1 1 1 1 2 2 1 2 1 2,608113,16,-465905,-55283,42355,-1.30522960689,17,105599
16,12,1 1 1 1 1 1 2 2 2 1 1 2,626545,16,-465905,-125309,93181,-1.34479132012,17,54399
16,12,1 1 1 1 1 1 2 3 1 1 1 2,654193,16,-465905,-654193,465905,-1.40413388996,17,108671
16,12,1 1 1 1 1 1 3 1 1 1 1 3,608369,16,-465905,-608369,465905,-1.30577907513,17,35711
16,12,1 1 1 1 1 1 3 1 1 1 2 2,616561,16,-465905,-56051,42355,-1.32336205879,17,27519
16,12,1 1 1 1 1 1 3 1 1 2 1 2,628849,16,-465905,-628849,465905,-1.34973653427,17,80767
16,12,1 1 1 1 1 1 3 1 2 1 1 2,647281,16,-465905,-647281,465905,-1.3892982475,17,29567
16,12,1 1 1 1 1 1 3 2 1 1 1 2,674929,16,-465905,-674929,465905,-1.44864081733,17,83839
16,12,1 1 1 1 1 1 4 1 1 1 1 2,716401,16,-465905,-716401,465905,-1.53765467209,17,34175
16,12,1 1 1 1 1 2 1 1 1 1 1 4,569905,16,-465905,-113981,93181,-1.22322147219,17,116159
16,12,1 1 1 1 1 2 1 1 1 1 2 3,574001,16,-465905,-574001,465905,-1.23201296402,17,46527
16,12,1 1 1 1 1 2 1 1 1 1 3 2,582193,16,-465905,-582193,465905,-1.24959594767,17,38335
16,12,1 1 1 1 1 2 1 1 1 2 1 3,580145,16,-465905,-116029,93181,-1.24520020176,17,73151
16,12,1 1 1 1 1 2 1 1 1 2 2 2,588337,16,-465905,-588337,465905,-1.26278318541,17,64959
16,12,1 1 1 1 1 2 1 1 1 3 1 2,600625,16,-465905,-120125,93181,-1.2891576609,17,118207
16,12,1 1 1 1 1 2 1 1 2 1 1 3,589361,16,-465905,-589361,465905,-1.26498105837,17,47551
16,12,1 1 1 1 1 2 1 1 2 1 2 2,597553,16,-465905,-54323,42355,-1.28256404203,17,39359
16,12,1 1 1 1 1 2 1 1 2 2 1 2,609841,16,-465905,-609841,465905,-1.30893851751,17,92607
16,12,1 1 1 1 1 2 1 1 3 1 1 2,628273,16,-465905,-14611,10835,-1.34850023073,17,41407
16,12,1 1 1 1 1 2 1 2 1 1 1 3,603185,16,-465905,-10967,8471,-1.29465234329,17,74687
16,12,1 1 1 1 1 2 1 2 1 1 2 2,611377,16,-465905,-611377,465905,-1.31223532694,17,66495
16,12,1 1 1 1 1 2 1 2 1 2 1 2,623665,16,-465905,-124733,93181,-1.33860980243,17,119743
16,12,1 1 1 1 1 2 1 2 2 1 1 2,642097,16,-465905,-642097,465905,-1.37817151565,17,68543
16,12,1 1 1 1 1 2 1 3 1 1 1 2,669745,16,-465905,-133949,93181,-1.43751408549,17,122815
16,12,1 1 1 1 1 2 2 1 1 1 1 3,623921,16,-465905,-623921,465905,-1.33915927067,17,49855
16,12,1 1 1 1 1 2 2 1 1 1 2 2,632113,16,-465905,-632113,465905,-1.35674225432,17,41663
16,12,1 1 1 1 1 2 2 1 1 2 1 2,644401,16,-465905,-644401,465905,-1.38311672981,17,94911
16,12,1 1 1 1 1 2 2 1 2 1 1 2,662833,16,-465905,-662833,465905,-1.42267844303,17,43711
16,12,1 1 1 1 1 2 2 2 1 1 1 2,690481,16,-465905,-62771,42355,-1.48202101287,17,97983
16,12,1 1 1 1 1 2 3 1 1 1 1 2,731953,16,-465905,-731953,465905,-1.57103486762,17,48319
16,12,1 1 1 1 1 3 1 1 1 1 2 2,663217,16,-465905,-663217,465905,-1.42350264539,17,69951
16,12,1 1 1 1 1 3 1 1 1 2 1 2,675505,16,-465905,-135101,93181,-1.44987712087,17,123199
16,12,1 1 1 1 1 3 1 1 2 1 1 2,693937,16,-465905,-693937,465905,-1.4894388341,17,71999
16,12,1 1 1 1 1 3 1 2 1 1 1 2,721585,16,-465905,-144317,93181,-1.54878140393,17,126271
16,12,1 1 1 1 1 3 2 1 1 1 1 2,763057,16,-465905,-763057,465905,-1.63779525869,17,76607
16,12,1 1 1 1 2 1 1 1 1 2 1 3,603473,16,-465905,-603473,465905,-1.29527049506,17,94367
16,12,1 1 1 1 2 1 1 1 1 2 2 2,611665,16,-465905,-122333,93181,-1.31285347871,17,86175
16,12,1 1 1 1 2 1 1 1 1 3 1 2,623953,16,-465905,-56723,42355,-1.3392279542,17,8351
16,12,1 1 1 1 2 1 1 1 2 1 1 3,612689,16,-465905,-55699,42355,-1.31505135167,17,68767
16,12,1 1 1 1 2 1 1 1 2 1 2 2,620881,16,-465905,-620881,465905,-1.33263433533,17,60575
16,12,1 1 1 1 2 1 1 1 2 2 1 2,633169,16,-465905,-633169,465905,-1.35900881081,17,113823
16,12,1 1 1 1 2 1 1 1 3 1 1 2,651601,16,-465905,-651601,465905,-1.39857052403,17,62623
16,12,1 1 1 1 2 1 1 2 1 1 1 3,626513,16,-465905,-626513,465905,-1.34472263659,17,95903
16,12,1 1 1 1 2 1 1 2 1 1 2 2,634705,16,-465905,-126941,93181,-1.36230562024,17,87711
16,12,1 1 1 1 2 1 1 2 1 2 1 2,646993,16,-465905,-646993,465905,-1.38868009573,17,9887
16,12,1 1 1 1 2 1 1 2 2 1 1 2,665425,16,-465905,-3095,2167,-1.42824180895,17,89759
16,12,1 1 1 1 2 1 1 3 1 1 1 2,693073,16,-465905,-693073,465905,-1.48758437879,17,12959
16,12,1 1 1 1 2 1 2 1 1 1 1 3,647249,16,-465905,-647249,465905,-1.38922956397,17,71071
16,12,1 1 1 1 2 1 2 1 1 1 2 2,655441,16,-465905,-655441,465905,-1.40681254762,17,62879
16,12,1 1 1 1 2 1 2 1 1 2 1 2,667729,16,-465905,-667729,465905,-1.43318702311,17,116127
16,12,1 1 1 1 2 1 2 1 2 1 1 2,686161,16,-465905,-686161,465905,-1.47274873633,17,64927
16,12,1 1 1 1 2 1 2 2 1 1 1 2,713809,16,-465905,-713809,465905,-1.53209130617,17,119199
16,12,1 1 1 1 2 2 1 1 1 2 1 2,698833,16,-465905,-698833,465905,-1.49994741417,17,13343
16,12,1 1 1 1 2 2 1 1 2 1 1 2,717265,16,-465905,-143453,93181,-1.5395091274,17,93215
16,12,1 1 1 1 2 2 1 2 1 1 1 2,744913,16,-465905,-744913,465905,-1.59885169723,17,16415
16,12,1 1 1 1 3 1 1 1 2 1 1 2,763921,16,-465905,-763921,465905,-1.639649714,17,4575
16,12,1 1 1 1 3 1 1 2 1 1 1 2,791569,16,-465905,-791569,465905,-1.69899228383,17,58847
16,12,1 1 1 2 1 1 1 2 1 1 1 3,661505,16,-465905,-132301,93181,-1.41982807654,17,127727
16,12,1 1 1 2 1 1 1 2 1 1 2 2,669697,16,-465905,-669697,465905,-1.43741106019,17,119535
16,12,1 1 1 2 1 1 1 2 1 2 1 2,681985,16,-465905,-136397,93181,-1.46378553568,17,41711
16,12,1 1 1 2 1 1 1 2 2 1 1 2,700417,16,-465905,-700417,465905,-1.5033472489,17,121583
16,12,1 1 1 2 1 1 2 1 1 1 2 2,690433,16,-465905,-690433,465905,-1.48191798757,17,94703
16,12,1 1 1 2 1 1 2 1 1 2 1 2,702721,16,-465905,-702721,465905,-1.50829246306,17,16879
16,12,1 1 1 2 1 1 2 1 2 1 1 2,721153,16,-465905,-16771,10835,-1.54785417628,17,96751
16,12,1 1 1 2 1 2 1 1 2 1 1 2,752257,16,-465905,-68387,42355,-1.61461456735,17,125039
16,13,1 1 1 1 1 1 1 1 1 1 1 1 4,1586131,16,-1528787,-1586131,1528787,-1.03750947647,17,24575
16,13,1 1 1 1 1 1 1 1 1 1 1 2 3,1590227,16,-1528787,-1590227,1528787,-1.04018872479,17,45055
16,13,1 1 1 1 1 1 1 1 1 1 1 3 2,1598419,16,-1528787,-1598419,1528787,-1.04554722142,17,86015
16,13,1 1 1 1 1 1 1 1 1 1 2 1 3,1596371,16,-1528787,-1596371,1528787,-1.04420759727,17,10239
16,13,1 1 1 1 1 1 1 1 1 1 2 2 2,1604563,16,-1528787,-1604563,1528787,-1.0495660939,17,51199
16,13,1 1 1 1 1 1 1 1 1 1 3 1 2,1616851,16,-1528787,-1616851,1528787,-1.05760383886,17,112639
16,13,1 1 1 1 1 1 1 1 1 2 1 1 3,1605587,16,-1528787,-1605587,1528787,-1.05023590598,17,89087
16,13,1 1 1 1 1 1 1 1 1 2 1 2 2,1613779,16,-1528787,-1613779,1528787,-1.05559440262,17,130047
16,13,1 1 1 1 1 1 1 1 1 2 2 1 2,1626067,16,-1528787,-1626067,1528787,-1.06363214758,17,60415
16,13,1 1 1 1 1 1 1 1 1 3 1 1 2,1644499,16,-1528787,-1644499,1528787,-1.07568876501,17,87039
16,13,1 1 1 1 1 1 1 1 2 1 1 1 3,1619411,16,-1528787,-1619411,1528787,-1.05927836906,17,10751
16,13,1 1 1 1 1 1 1 1 2 1 1 2 2,1627603,16,-1528787,-1627603,1528787,-1.0646368657,17,51711
16,13,1 1 1 1 1 1 1 1 2 1 2 1 2,1639891,16,-1528787,-1639891,1528787,-1.07267461066,17,113151
16,13,1 1 1 1 1 1 1 1 2 2 1 1 2,1658323,16,-1528787,-72101,66469,-1.08473122809,17,8703
16,13,1 1 1 1 1 1 1 1 3 1 1 1 2,1685971,16,-1528787,-1685971,1528787,-1.10281615425,17,114175
16,13,1 1 1 1 1 1 1 2 1 1 1 1 3,1640147,16,-1528787,-1640147,1528787,-1.07284206368,17,89855
16,13,1 1 1 1 1 1 1 2 1 1 1 2 2,1648339,16,-1528787,-1648339,1528787,-1.07820056031,17,130815
16,13,1 1 1 1 1 1 1 2 1 1 2 1 2,1660627,16,-1528787,-1660627,1528787,-1.08623830527,17,61183
16,13,1 1 1 1 1 1 1 2 1 2 1 1 2,1679059,16,-1528787,-1679059,1528787,-1.09829492271,17,87807
16,13,1 1 1 1 1 1 1 2 2 1 1 1 2,1706707,16,-1528787,-1706707,1528787,-1.11637984886,17,62207
16,13,1 1 1 1 1 1 1 3 1 1 1 1 2,1748179,16,-1528787,-1748179,1528787,-1.14350723809,17,89343
16,13,1 1 1 1 1 1 2 1 1 1 1 1 3,1671251,16,-1528787,-1671251,1528787,-1.0931876056,17,11903
16,13,1 1 1 1 1 1 2 1 1 1 1 2 2,1679443,16,-1528787,-1679443,1528787,-1.09854610224,17,52863
16,13,1 1 1 1 1 1 2 1 1 1 2 1 2,1691731,16,-1528787,-1691731,1528787,-1.10658384719,17,114303
16,13,1 1 1 1 1 1 2 1 1 2 1 1 2,1710163,16,-1528787,-131551,117599,-1.11864046463,17,9855
16,13,1 1 1 1 1 1 2 1 2 1 1 1 2,1737811,16,-1528787,-75557,66469,-1.13672539078,17,115327
16,13,1 1 1 1 1 1 2 2 1 1 1 1 2,1779283,16,-1528787,-1779283,1528787,-1.16385278001,17,11391
16,13,1 1 1 1 1 1 3 1 1 1 1 1 2,1841491,16,-1528787,-1841491,1528787,-1.20454386386,17,117631
16,13,1 1 1 1 1 2 1 1 1 1 1 2 2,1726099,16,-1528787,-1726099,1528787,-1.12906441512,17,67007
16,13,1 1 1 1 1 2 1 1 1 1 2 1 2,1738387,16,-1528787,-1738387,1528787,-1.13710216008,17,128447
16,13,1 1 1 1 1 2 1 1 1 2 1 1 2,1756819,16,-1528787,-1756819,1528787,-1.14915877751,17,23999
16,13,1 1 1 1 1 2 1 1 2 1 1 1 2,1784467,16,-1528787,-1784467,1528787,-1.16724370367,17,129471
16,13,1 1 1 1 1 2 1 2 1 1 1 1 2,1825939,16,-1528787,-1825939,1528787,-1.1943710929,17,25535
16,13,1 1 1 1 2 1 1 1 1 2 1 1 2,1826803,16,-1528787,-1826803,1528787,-1.19493624684,17,45215
16,13,1 1 1 1 2 1 1 1 2 1 1 1 2,1854451,16,-1528787,-1854451,1528787,-1.213021173,17,19615
16,14,1 1 1 1 1 1 1 1 1 1 1 1 1 3,4766585,16,-4717433,-4766585,4717433,-1.01041922588,17,81919
16,14,1 1 1 1 1 1 1 1 1 1 1 1 2 2,4774777,16,-4717433,-682111,673919,-1.01215576353,17,8191
16,14,1 1 1 1 1 1 1 1 1 1 1 2 1 2,4787065,16,-4717433,-4787065,4717433,-1.01476057,17,28671
16,14,1 1 1 1 1 1 1 1 1 1 2 1 1 2,4805497,16,-4717433,-4805497,4717433,-1.0186677797,17,124927
16,14,1 1 1 1 1 1 1 1 1 2 1 1 1 2,4833145,16,-4717433,-4833145,4717433,-1.02452859426,17,72703
16,14,1 1 1 1 1 1 1 1 2 1 1 1 1 2,4874617,16,-4717433,-4874617,4717433,-1.03331981609,17,125439
16,14,1 1 1 1 1 1 1 2 1 1 1 1 1 2,4936825,16,-4717433,-4936825,4717433,-1.04650664885,17,73471
16,15,1 1 1 1 1 1 1 1 1 1 1 1 1 1 2,14316139,16,-14283371,-14316139,14283371,-1.00229413631,17,32767
