K,L,word,C_w,A,denominator,q_num,q_den,q_decimal,residue_bits,q_mod_2_power
20,13,1 1 1 1 3 1 1 3 1 1 2 1 3,3003443,20,-545747,-3003443,545747,-5.5033614477,21,1891807
20,13,1 1 1 1 3 1 1 3 1 1 2 2 2,3134515,20,-545747,-3134515,545747,-5.74353134328,21,450015
20,13,1 1 1 1 3 1 1 3 1 1 3 1 2,3331123,20,-545747,-3331123,545747,-6.10378618664,21,1433055
20,13,1 1 1 1 3 1 1 3 1 2 1 1 3,3150899,20,-545747,-3150899,545747,-5.77355258022,21,1056223
20,13,1 1 1 1 3 1 1 3 1 2 1 2 2,3281971,20,-545747,-3281971,545747,-6.0137224758,21,1711583
20,13,1 1 1 1 3 1 1 3 1 2 2 1 2,3478579,20,-545747,-3478579,545747,-6.37397731916,21,597471
20,13,1 1 1 1 3 1 1 3 1 3 1 1 2,3773491,20,-545747,-3773491,545747,-6.9143595842,21,1023455
20,13,1 1 1 1 3 1 1 3 2 1 1 1 3,3372083,20,-545747,-3372083,545747,-6.17883927901,21,1899999
20,13,1 1 1 1 3 1 1 3 2 1 1 2 2,3503155,20,-545747,-3503155,545747,-6.41900917458,21,458207
20,13,1 1 1 1 3 1 1 3 2 1 2 1 2,3699763,20,-545747,-3699763,545747,-6.77926401794,21,1441247
20,13,1 1 1 1 3 1 1 3 2 2 1 1 2,3994675,20,-545747,-3994675,545747,-7.31964628298,21,1867231
20,13,1 1 1 1 3 1 1 3 3 1 1 1 2,4437043,20,-545747,-4437043,545747,-8.13021968055,21,1457631
20,13,1 1 1 1 3 1 1 4 1 1 1 2 2,3834931,20,-545747,-3834931,545747,-7.02693922275,21,1723871
20,13,1 1 1 1 3 1 1 4 1 1 2 1 2,4031539,20,-545747,-4031539,545747,-7.38719406611,21,609759
20,13,1 1 1 1 3 1 1 4 1 2 1 1 2,4326451,20,-545747,-4326451,545747,-7.92757633116,21,1035743
20,13,1 1 1 1 3 1 1 4 2 1 1 1 2,4768819,20,-545747,-4768819,545747,-8.73814972872,21,626143
20,13,1 1 1 1 3 1 2 1 1 1 1 3 3,2630195,20,-545747,-2630195,545747,-4.81944014351,21,1778655
20,13,1 1 1 1 3 1 2 1 1 1 1 4 2,2761267,20,-545747,-2761267,545747,-5.05961003908,21,336863
20,13,1 1 1 1 3 1 2 1 1 1 2 1 4,2613811,20,-545747,-2613811,545747,-4.78941890656,21,1172447
20,13,1 1 1 1 3 1 2 1 1 1 2 2 3,2679347,20,-545747,-2679347,545747,-4.90950385435,21,1500127
20,13,1 1 1 1 3 1 2 1 1 1 2 3 2,2810419,20,-545747,-2810419,545747,-5.14967374992,21,58335
20,13,1 1 1 1 3 1 2 1 1 1 3 1 3,2777651,20,-545747,-2777651,545747,-5.08963127603,21,943071
20,13,1 1 1 1 3 1 2 1 1 1 3 2 2,2908723,20,-545747,-2908723,545747,-5.32980117161,21,1598431
20,13,1 1 1 1 3 1 2 1 1 1 4 1 2,3105331,20,-545747,-3105331,545747,-5.69005601497,21,484319
20,13,1 1 1 1 3 1 2 1 1 2 1 1 4,2687539,20,-545747,-2687539,545747,-4.92451447282,21,754655
20,13,1 1 1 1 3 1 2 1 1 2 1 2 3,2753075,20,-545747,-2753075,545747,-5.04459942061,21,1082335
20,13,1 1 1 1 3 1 2 1 1 2 1 3 2,2884147,20,-545747,-2884147,545747,-5.28476931618,21,1737695
20,13,1 1 1 1 3 1 2 1 1 2 2 1 3,2851379,20,-545747,-2851379,545747,-5.22472684229,21,525279
20,13,1 1 1 1 3 1 2 1 1 2 2 2 2,2982451,20,-545747,-2982451,545747,-5.46489673787,21,1180639
20,13,1 1 1 1 3 1 2 1 1 2 3 1 2,3179059,20,-545747,-3179059,545747,-5.82515158123,21,66527
20,13,1 1 1 1 3 1 2 1 1 3 1 1 3,2998835,20,-545747,-2998835,545747,-5.49491797481,21,1786847
20,13,1 1 1 1 3 1 2 1 1 3 1 2 2,3129907,20,-545747,-3129907,545747,-5.73508787039,21,345055
20,13,1 1 1 1 3 1 2 1 1 3 2 1 2,3326515,20,-545747,-3326515,545747,-6.09534271375,21,1328095
20,13,1 1 1 1 3 1 2 1 1 4 1 1 2,3621427,20,-545747,-3621427,545747,-6.63572497879,21,1754079
20,13,1 1 1 1 3 1 2 1 2 1 1 1 4,2798131,20,-545747,-2798131,545747,-5.12715782221,21,1176543
20,13,1 1 1 1 3 1 2 1 2 1 1 2 3,2863667,20,-545747,-2863667,545747,-5.24724277,21,1504223
20,13,1 1 1 1 3 1 2 1 2 1 1 3 2,2994739,20,-545747,-2994739,545747,-5.48741266558,21,62431
20,13,1 1 1 1 3 1 2 1 2 1 2 1 3,2961971,20,-545747,-2961971,545747,-5.42737019168,21,947167
20,13,1 1 1 1 3 1 2 1 2 1 2 2 2,3093043,20,-545747,-3093043,545747,-5.66754008726,21,1602527
20,13,1 1 1 1 3 1 2 1 2 1 3 1 2,3289651,20,-545747,-3289651,545747,-6.02779493062,21,488415
20,13,1 1 1 1 3 1 2 1 2 2 1 1 3,3109427,20,-545747,-3109427,545747,-5.6975613242,21,111583
20,13,1 1 1 1 3 1 2 1 2 2 1 2 2,3240499,20,-545747,-3240499,545747,-5.93773121978,21,766943
20,13,1 1 1 1 3 1 2 1 2 2 2 1 2,3437107,20,-545747,-3437107,545747,-6.29798606314,21,1749983
20,13,1 1 1 1 3 1 2 1 2 3 1 1 2,3732019,20,-545747,-3732019,545747,-6.83836832818,21,78815
20,13,1 1 1 1 3 1 2 1 3 1 1 1 3,3330611,20,-545747,-3330611,545747,-6.10284802299,21,955359
20,13,1 1 1 1 3 1 2 1 3 1 1 2 2,3461683,20,-545747,-3461683,545747,-6.34301791856,21,1610719
20,13,1 1 1 1 3 1 2 1 3 1 2 1 2,3658291,20,-545747,-3658291,545747,-6.70327276192,21,496607
20,13,1 1 1 1 3 1 2 1 3 2 1 1 2,3953203,20,-545747,-3953203,545747,-7.24365502696,21,922591
20,13,1 1 1 1 3 1 2 1 4 1 1 1 2,4395571,20,-545747,-4395571,545747,-8.05422842453,21,512991
20,13,1 1 1 1 3 1 2 2 1 1 1 1 4,2964019,20,-545747,-2964019,545747,-5.4311228463,21,760799
20,13,1 1 1 1 3 1 2 2 1 1 1 2 3,3029555,20,-545747,-3029555,545747,-5.55120779409,21,1088479
20,13,1 1 1 1 3 1 2 2 1 1 1 3 2,3160627,20,-545747,-3160627,545747,-5.79137768966,21,1743839
20,13,1 1 1 1 3 1 2 2 1 1 2 1 3,3127859,20,-545747,-3127859,545747,-5.73133521577,21,531423
20,13,1 1 1 1 3 1 2 2 1 1 2 2 2,3258931,20,-545747,-3258931,545747,-5.97150511134,21,1186783
20,13,1 1 1 1 3 1 2 2 1 1 3 1 2,3455539,20,-545747,-3455539,545747,-6.3317599547,21,72671
20,13,1 1 1 1 3 1 2 2 1 2 1 1 3,3275315,20,-545747,-3275315,545747,-6.00152634829,21,1792991
20,13,1 1 1 1 3 1 2 2 1 2 1 2 2,3406387,20,-545747,-3406387,545747,-6.24169624386,21,351199
20,13,1 1 1 1 3 1 2 2 1 2 2 1 2,3602995,20,-545747,-3602995,545747,-6.60195108723,21,1334239
20,13,1 1 1 1 3 1 2 2 1 3 1 1 2,3897907,20,-545747,-3897907,545747,-7.14233335227,21,1760223
20,13,1 1 1 1 3 1 2 2 2 1 1 1 3,3496499,20,-545747,-3496499,545747,-6.40681304707,21,539615
20,13,1 1 1 1 3 1 2 2 2 1 1 2 2,3627571,20,-545747,-3627571,545747,-6.64698294265,21,1194975
20,13,1 1 1 1 3 1 2 2 2 1 2 1 2,3824179,20,-545747,-3824179,545747,-7.00723778601,21,80863
20,13,1 1 1 1 3 1 2 2 2 2 1 1 2,4119091,20,-545747,-4119091,545747,-7.54762005105,21,506847
20,13,1 1 1 1 3 1 2 2 3 1 1 1 2,4561459,20,-545747,-4561459,545747,-8.35819344861,21,97247
20,13,1 1 1 1 3 1 2 3 1 1 1 2 2,3959347,20,-545747,-3959347,545747,-7.25491299082,21,363487
20,13,1 1 1 1 3 1 2 3 1 1 2 1 2,4155955,20,-545747,-4155955,545747,-7.61516783418,21,1346527
20,13,1 1 1 1 3 1 2 3 1 2 1 1 2,4450867,20,-545747,-4450867,545747,-8.15555009922,21,1772511
20,13,1 1 1 1 3 1 2 3 2 1 1 1 2,4893235,20,-545747,-4893235,545747,-8.96612349679,21,1362911
20,13,1 1 1 1 3 1 3 1 1 1 1 3 2,3409459,20,-545747,-3409459,545747,-6.24732522579,21,1120223
20,13,1 1 1 1 3 1 3 1 1 1 2 1 3,3376691,20,-545747,-3376691,545747,-6.1872827519,21,2004959
20,13,1 1 1 1 3 1 3 1 1 1 2 2 2,3507763,20,-545747,-3507763,545747,-6.42745264747,21,563167
20,13,1 1 1 1 3 1 3 1 1 1 3 1 2,3704371,20,-545747,-3704371,545747,-6.78770749083,21,1546207
20,13,1 1 1 1 3 1 3 1 1 2 1 1 3,3524147,20,-545747,-3524147,545747,-6.45747388442,21,1169375
20,13,1 1 1 1 3 1 3 1 1 2 1 2 2,3655219,20,-545747,-3655219,545747,-6.69764377999,21,1824735
20,13,1 1 1 1 3 1 3 1 1 2 2 1 2,3851827,20,-545747,-3851827,545747,-7.05789862335,21,710623
20,13,1 1 1 1 3 1 3 1 1 3 1 1 2,4146739,20,-545747,-4146739,545747,-7.5982808884,21,1136607
20,13,1 1 1 1 3 1 3 1 2 1 1 1 3,3745331,20,-545747,-3745331,545747,-6.8627605832,21,2013151
20,13,1 1 1 1 3 1 3 1 2 1 1 2 2,3876403,20,-545747,-3876403,545747,-7.10293047877,21,571359
20,13,1 1 1 1 3 1 3 1 2 1 2 1 2,4073011,20,-545747,-4073011,545747,-7.46318532214,21,1554399
20,13,1 1 1 1 3 1 3 1 2 2 1 1 2,4367923,20,-545747,-4367923,545747,-8.00356758718,21,1980383
20,13,1 1 1 1 3 1 3 1 3 1 1 1 2,4810291,20,-545747,-4810291,545747,-8.81414098474,21,1570783
20,13,1 1 1 1 3 1 3 2 1 1 1 2 2,4208179,20,-545747,-4208179,545747,-7.71086052695,21,1837023
20,13,1 1 1 1 3 1 3 2 1 1 2 1 2,4404787,20,-545747,-4404787,545747,-8.07111537031,21,722911
20,13,1 1 1 1 3 1 3 2 1 2 1 1 2,4699699,20,-545747,-4699699,545747,-8.61149763535,21,1148895
20,13,1 1 1 1 3 1 3 2 2 1 1 1 2,5142067,20,-545747,-5142067,545747,-9.42207103291,21,739295
20,13,1 1 1 1 3 1 4 1 1 1 2 1 2,4902451,20,-545747,-4902451,545747,-8.98301044257,21,1572831
20,13,1 1 1 1 3 1 4 1 1 2 1 1 2,5197363,20,-545747,-5197363,545747,-9.52339270761,21,1998815
20,13,1 1 1 1 3 1 4 1 2 1 1 1 2,5639731,20,-545747,-5639731,545747,-10.3339661052,21,1589215
20,13,1 1 1 1 3 2 1 1 1 1 3 2 2,3095347,20,-545747,-3095347,545747,-5.6717618237,21,1655007
20,13,1 1 1 1 3 2 1 1 1 1 4 1 2,3291955,20,-545747,-3291955,545747,-6.03201666706,21,540895
20,13,1 1 1 1 3 2 1 1 1 2 1 1 4,2874163,20,-545747,-2874163,545747,-5.26647512492,21,811231
20,13,1 1 1 1 3 2 1 1 1 2 1 2 3,2939699,20,-545747,-2939699,545747,-5.38656007271,21,1138911
20,13,1 1 1 1 3 2 1 1 1 2 1 3 2,3070771,20,-545747,-3070771,545747,-5.62672996828,21,1794271
20,13,1 1 1 1 3 2 1 1 1 2 2 1 3,3038003,20,-545747,-3038003,545747,-5.56668749439,21,581855
20,13,1 1 1 1 3 2 1 1 1 2 2 2 2,3169075,20,-545747,-3169075,545747,-5.80685738996,21,1237215
20,13,1 1 1 1 3 2 1 1 1 2 3 1 2,3365683,20,-545747,-3365683,545747,-6.16711223332,21,123103
20,13,1 1 1 1 3 2 1 1 1 3 1 1 3,3185459,20,-545747,-3185459,545747,-5.83687862691,21,1843423
20,13,1 1 1 1 3 2 1 1 1 3 1 2 2,3316531,20,-545747,-3316531,545747,-6.07704852248,21,401631
20,13,1 1 1 1 3 2 1 1 1 3 2 1 2,3513139,20,-545747,-3513139,545747,-6.43730336585,21,1384671
20,13,1 1 1 1 3 2 1 1 1 4 1 1 2,3808051,20,-545747,-3808051,545747,-6.97768563089,21,1810655
20,13,1 1 1 1 3 2 1 1 2 1 1 1 4,2984755,20,-545747,-2984755,545747,-5.46911847431,21,1233119
20,13,1 1 1 1 3 2 1 1 2 1 1 2 3,3050291,20,-545747,-3050291,545747,-5.5892034221,21,1560799
20,13,1 1 1 1 3 2 1 1 2 1 1 3 2,3181363,20,-545747,-3181363,545747,-5.82937331767,21,119007
20,13,1 1 1 1 3 2 1 1 2 1 2 1 3,3148595,20,-545747,-3148595,545747,-5.76933084378,21,1003743
20,13,1 1 1 1 3 2 1 1 2 1 2 2 2,3279667,20,-545747,-3279667,545747,-6.00950073935,21,1659103
20,13,1 1 1 1 3 2 1 1 2 1 3 1 2,3476275,20,-545747,-3476275,545747,-6.36975558272,21,544991
20,13,1 1 1 1 3 2 1 1 2 2 1 1 3,3296051,20,-545747,-3296051,545747,-6.0395219763,21,168159
20,13,1 1 1 1 3 2 1 1 2 2 1 2 2,3427123,20,-545747,-3427123,545747,-6.27969187187,21,823519
20,13,1 1 1 1 3 2 1 1 2 2 2 1 2,3623731,20,-545747,-3623731,545747,-6.63994671524,21,1806559
20,13,1 1 1 1 3 2 1 1 2 3 1 1 2,3918643,20,-545747,-3918643,545747,-7.18032898028,21,135391
20,13,1 1 1 1 3 2 1 1 3 1 1 1 3,3517235,20,-545747,-3517235,545747,-6.44480867508,21,1011935
20,13,1 1 1 1 3 2 1 1 3 1 1 2 2,3648307,20,-545747,-3648307,545747,-6.68497857066,21,1667295
20,13,1 1 1 1 3 2 1 1 3 1 2 1 2,3844915,20,-545747,-3844915,545747,-7.04523341402,21,553183
20,13,1 1 1 1 3 2 1 1 3 2 1 1 2,4139827,20,-545747,-4139827,545747,-7.58561567906,21,979167
20,13,1 1 1 1 3 2 1 1 4 1 1 1 2,4582195,20,-545747,-4582195,545747,-8.39618907662,21,569567
20,13,1 1 1 1 3 2 1 2 1 1 1 1 4,3150643,20,-545747,-3150643,545747,-5.7730834984,21,817375
20,13,1 1 1 1 3 2 1 2 1 1 1 2 3,3216179,20,-545747,-3216179,545747,-5.89316844618,21,1145055
20,13,1 1 1 1 3 2 1 2 1 1 1 3 2,3347251,20,-545747,-3347251,545747,-6.13333834176,21,1800415
20,13,1 1 1 1 3 2 1 2 1 1 2 1 3,3314483,20,-545747,-3314483,545747,-6.07329586787,21,587999
20,13,1 1 1 1 3 2 1 2 1 1 2 2 2,3445555,20,-545747,-3445555,545747,-6.31346576344,21,1243359
20,13,1 1 1 1 3 2 1 2 1 1 3 1 2,3642163,20,-545747,-3642163,545747,-6.6737206068,21,129247
20,13,1 1 1 1 3 2 1 2 1 2 1 1 3,3461939,20,-545747,-3461939,545747,-6.34348700039,21,1849567
20,13,1 1 1 1 3 2 1 2 1 2 1 2 2,3593011,20,-545747,-3593011,545747,-6.58365689596,21,407775
20,13,1 1 1 1 3 2 1 2 1 2 2 1 2,3789619,20,-545747,-3789619,545747,-6.94391173932,21,1390815
20,13,1 1 1 1 3 2 1 2 1 3 1 1 2,4084531,20,-545747,-4084531,545747,-7.48429400436,21,1816799
20,13,1 1 1 1 3 2 1 2 2 1 1 1 3,3683123,20,-545747,-3683123,545747,-6.74877369917,21,596191
20,13,1 1 1 1 3 2 1 2 2 1 1 2 2,3814195,20,-545747,-3814195,545747,-6.98894359474,21,1251551
20,13,1 1 1 1 3 2 1 2 2 1 2 1 2,4010803,20,-545747,-4010803,545747,-7.3491984381,21,137439
20,13,1 1 1 1 3 2 1 2 2 2 1 1 2,4305715,20,-545747,-4305715,545747,-7.88958070315,21,563423
20,13,1 1 1 1 3 2 1 2 3 1 1 1 2,4748083,20,-545747,-4748083,545747,-8.70015410071,21,153823
20,13,1 1 1 1 3 2 1 3 1 1 1 2 2,4145971,20,-545747,-4145971,545747,-7.59687364292,21,420063
20,13,1 1 1 1 3 2 1 3 1 1 2 1 2,4342579,20,-545747,-4342579,545747,-7.95712848628,21,1403103
20,13,1 1 1 1 3 2 1 3 1 2 1 1 2,4637491,20,-545747,-4637491,545747,-8.49751075132,21,1829087
20,13,1 1 1 1 3 2 1 3 2 1 1 1 2,5079859,20,-545747,-5079859,545747,-9.30808414888,21,1419487
20,13,1 1 1 1 3 2 2 1 1 1 2 1 3,3563315,20,-545747,-3563315,545747,-6.52924340399,21,2061535
20,13,1 1 1 1 3 2 2 1 1 1 2 2 2,3694387,20,-545747,-3694387,545747,-6.76941329957,21,619743
20,13,1 1 1 1 3 2 2 1 1 1 3 1 2,3890995,20,-545747,-3890995,545747,-7.12966814293,21,1602783
20,13,1 1 1 1 3 2 2 1 1 2 1 1 3,3710771,20,-545747,-3710771,545747,-6.79943453652,21,1225951
20,13,1 1 1 1 3 2 2 1 1 2 1 2 2,3841843,20,-545747,-3841843,545747,-7.03960443209,21,1881311
20,13,1 1 1 1 3 2 2 1 1 2 2 1 2,4038451,20,-545747,-4038451,545747,-7.39985927545,21,767199
20,13,1 1 1 1 3 2 2 1 1 3 1 1 2,4333363,20,-545747,-4333363,545747,-7.94024154049,21,1193183
20,13,1 1 1 1 3 2 2 1 2 1 1 1 3,3931955,20,-545747,-3931955,545747,-7.2047212353,21,2069727
20,13,1 1 1 1 3 2 2 1 2 1 1 2 2,4063027,20,-545747,-4063027,545747,-7.44489113087,21,627935
20,13,1 1 1 1 3 2 2 1 2 1 2 1 2,4259635,20,-545747,-4259635,545747,-7.80514597423,21,1610975
20,13,1 1 1 1 3 2 2 1 2 2 1 1 2,4554547,20,-545747,-4554547,545747,-8.34552823928,21,2036959
20,13,1 1 1 1 3 2 2 1 3 1 1 1 2,4996915,20,-545747,-4996915,545747,-9.15610163684,21,1627359
20,13,1 1 1 1 3 2 2 2 1 1 1 2 2,4394803,20,-545747,-4394803,545747,-8.05282117904,21,1893599
20,13,1 1 1 1 3 2 2 2 1 1 2 1 2,4591411,20,-545747,-4591411,545747,-8.41307602241,21,779487
20,13,1 1 1 1 3 2 2 2 1 2 1 1 2,4886323,20,-545747,-4886323,545747,-8.95345828745,21,1205471
20,13,1 1 1 1 3 2 2 2 2 1 1 1 2,5328691,20,-545747,-5328691,545747,-9.76403168501,21,795871
20,13,1 1 1 1 3 2 3 1 1 1 2 1 2,5089075,20,-545747,-5089075,545747,-9.32497109466,21,1629407
20,13,1 1 1 1 3 2 3 1 1 2 1 1 2,5383987,20,-545747,-5383987,545747,-9.86535335971,21,2055391
20,13,1 1 1 1 3 2 3 1 2 1 1 1 2,5826355,20,-545747,-5826355,545747,-10.6759267573,21,1645791
20,13,1 1 1 1 3 3 1 1 1 2 1 1 3,4084019,20,-545747,-4084019,545747,-7.48335584071,21,1339103
20,13,1 1 1 1 3 3 1 1 1 2 1 2 2,4215091,20,-545747,-4215091,545747,-7.72352573628,21,1994463
20,13,1 1 1 1 3 3 1 1 1 2 2 1 2,4411699,20,-545747,-4411699,545747,-8.08378057965,21,880351
20,13,1 1 1 1 3 3 1 1 1 3 1 1 2,4706611,20,-545747,-4706611,545747,-8.62416284469,21,1306335
20,13,1 1 1 1 3 3 1 1 2 1 1 1 3,4305203,20,-545747,-4305203,545747,-7.88864253949,21,85727
20,13,1 1 1 1 3 3 1 1 2 1 1 2 2,4436275,20,-545747,-4436275,545747,-8.12881243507,21,741087
20,13,1 1 1 1 3 3 1 1 2 1 2 1 2,4632883,20,-545747,-4632883,545747,-8.48906727843,21,1724127
20,13,1 1 1 1 3 3 1 1 2 2 1 1 2,4927795,20,-545747,-4927795,545747,-9.02944954347,21,52959
20,13,1 1 1 1 3 3 1 1 3 1 1 1 2,5370163,20,-545747,-5370163,545747,-9.84002294103,21,1740511
20,13,1 1 1 1 3 3 1 2 1 1 1 2 2,4768051,20,-545747,-4768051,545747,-8.73674248324,21,2006751
20,13,1 1 1 1 3 3 1 2 1 1 2 1 2,4964659,20,-545747,-4964659,545747,-9.0969973266,21,892639
20,13,1 1 1 1 3 3 1 2 1 2 1 1 2,5259571,20,-545747,-5259571,545747,-9.63737959164,21,1318623
20,13,1 1 1 1 3 3 1 2 2 1 1 1 2,5701939,20,-545747,-5701939,545747,-10.4479529892,21,909023
20,13,1 1 1 1 3 3 2 1 1 1 2 1 2,5462323,20,-545747,-5462323,545747,-10.0088923989,21,1742559
20,13,1 1 1 1 3 3 2 1 1 2 1 1 2,5757235,20,-545747,-5757235,545747,-10.5492746639,21,71391
20,13,1 1 1 1 3 3 2 1 2 1 1 1 2,6199603,20,-545747,-6199603,545747,-11.3598480615,21,1758943
20,13,1 1 1 1 3 4 1 1 1 2 1 1 2,6503731,20,-545747,-6503731,545747,-11.9171172723,21,297695
20,13,1 1 1 1 3 4 1 1 2 1 1 1 2,6946099,20,-545747,-6946099,545747,-12.7276906699,21,1985247
20,13,1 1 1 1 4 1 1 1 1 4 1 1 2,4087987,20,-545747,-4087987,545747,-7.49062660903,21,846943
20,13,1 1 1 1 4 1 1 1 2 1 1 1 4,3264691,20,-545747,-3264691,545747,-5.98205945246,21,269407
20,13,1 1 1 1 4 1 1 1 2 1 1 2 3,3330227,20,-545747,-3330227,545747,-6.10214440024,21,597087
20,13,1 1 1 1 4 1 1 1 2 1 1 3 2,3461299,20,-545747,-3461299,545747,-6.34231429582,21,1252447
20,13,1 1 1 1 4 1 1 1 2 1 2 1 3,3428531,20,-545747,-3428531,545747,-6.28227182192,21,40031
20,13,1 1 1 1 4 1 1 1 2 1 2 2 2,3559603,20,-545747,-3559603,545747,-6.5224417175,21,695391
20,13,1 1 1 1 4 1 1 1 2 1 3 1 2,3756211,20,-545747,-3756211,545747,-6.88269656086,21,1678431
20,13,1 1 1 1 4 1 1 1 2 2 1 1 3,3575987,20,-545747,-3575987,545747,-6.55246295445,21,1301599
20,13,1 1 1 1 4 1 1 1 2 2 1 2 2,3707059,20,-545747,-3707059,545747,-6.79263285002,21,1956959
20,13,1 1 1 1 4 1 1 1 2 2 2 1 2,3903667,20,-545747,-3903667,545747,-7.15288769338,21,842847
20,13,1 1 1 1 4 1 1 1 2 3 1 1 2,4198579,20,-545747,-4198579,545747,-7.69326995842,21,1268831
20,13,1 1 1 1 4 1 1 1 3 1 1 1 3,3797171,20,-545747,-3797171,545747,-6.95774965323,21,48223
20,13,1 1 1 1 4 1 1 1 3 1 1 2 2,3928243,20,-545747,-3928243,545747,-7.1979195488,21,703583
20,13,1 1 1 1 4 1 1 1 3 1 2 1 2,4124851,20,-545747,-4124851,545747,-7.55817439216,21,1686623
20,13,1 1 1 1 4 1 1 1 3 2 1 1 2,4419763,20,-545747,-4419763,545747,-8.09855665721,21,15455
20,13,1 1 1 1 4 1 1 1 4 1 1 1 2,4862131,20,-545747,-4862131,545747,-8.90913005477,21,1703007
20,13,1 1 1 1 4 1 1 2 1 1 1 2 3,3496115,20,-545747,-3496115,545747,-6.40610942433,21,181343
20,13,1 1 1 1 4 1 1 2 1 1 1 3 2,3627187,20,-545747,-3627187,545747,-6.6462793199,21,836703
20,13,1 1 1 1 4 1 1 2 1 1 2 1 3,3594419,20,-545747,-3594419,545747,-6.58623684601,21,1721439
20,13,1 1 1 1 4 1 1 2 1 1 2 2 2,3725491,20,-545747,-3725491,545747,-6.82640674159,21,279647
20,13,1 1 1 1 4 1 1 2 1 1 3 1 2,3922099,20,-545747,-3922099,545747,-7.18666158495,21,1262687
20,13,1 1 1 1 4 1 1 2 1 2 1 1 3,3741875,20,-545747,-3741875,545747,-6.85642797853,21,885855
20,13,1 1 1 1 4 1 1 2 1 2 1 2 2,3872947,20,-545747,-3872947,545747,-7.09659787411,21,1541215
20,13,1 1 1 1 4 1 1 2 1 2 2 1 2,4069555,20,-545747,-4069555,545747,-7.45685271747,21,427103
20,13,1 1 1 1 4 1 1 2 1 3 1 1 2,4364467,20,-545747,-4364467,545747,-7.99723498251,21,853087
20,13,1 1 1 1 4 1 1 2 2 1 1 1 3,3963059,20,-545747,-3963059,545747,-7.26171467731,21,1729631
20,13,1 1 1 1 4 1 1 2 2 1 1 2 2,4094131,20,-545747,-4094131,545747,-7.50188457289,21,287839
20,13,1 1 1 1 4 1 1 2 2 1 2 1 2,4290739,20,-545747,-4290739,545747,-7.86213941625,21,1270879
20,13,1 1 1 1 4 1 1 2 2 2 1 1 2,4585651,20,-545747,-4585651,545747,-8.40252168129,21,1696863
20,13,1 1 1 1 4 1 1 2 3 1 1 1 2,5028019,20,-545747,-5028019,545747,-9.21309507886,21,1287263
20,13,1 1 1 1 4 1 1 3 1 1 1 2 2,4425907,20,-545747,-4425907,545747,-8.10981462106,21,1553503
20,13,1 1 1 1 4 1 1 3 1 1 2 1 2,4622515,20,-545747,-4622515,545747,-8.47006946442,21,439391
20,13,1 1 1 1 4 1 1 3 1 2 1 1 2,4917427,20,-545747,-4917427,545747,-9.01045172946,21,865375
20,13,1 1 1 1 4 1 1 3 2 1 1 1 2,5359795,20,-545747,-5359795,545747,-9.82102512703,21,455775
20,13,1 1 1 1 4 1 2 1 1 1 2 1 3,3843251,20,-545747,-3843251,545747,-7.04218438214,21,1097823
20,13,1 1 1 1 4 1 2 1 1 1 2 2 2,3974323,20,-545747,-3974323,545747,-7.28235427771,21,1753183
20,13,1 1 1 1 4 1 2 1 1 1 3 1 2,4170931,20,-545747,-4170931,545747,-7.64260912108,21,639071
20,13,1 1 1 1 4 1 2 1 1 2 1 1 3,3990707,20,-545747,-3990707,545747,-7.31237551466,21,262239
20,13,1 1 1 1 4 1 2 1 1 2 1 2 2,4121779,20,-545747,-4121779,545747,-7.55254541024,21,917599
20,13,1 1 1 1 4 1 2 1 1 2 2 1 2,4318387,20,-545747,-4318387,545747,-7.9128002536,21,1900639
20,13,1 1 1 1 4 1 2 1 1 3 1 1 2,4613299,20,-545747,-4613299,545747,-8.45318251864,21,229471
20,13,1 1 1 1 4 1 2 1 2 1 1 1 3,4211891,20,-545747,-4211891,545747,-7.71766221344,21,1106015
20,13,1 1 1 1 4 1 2 1 2 1 1 2 2,4342963,20,-545747,-4342963,545747,-7.95783210902,21,1761375
20,13,1 1 1 1 4 1 2 1 2 1 2 1 2,4539571,20,-545747,-4539571,545747,-8.31808695238,21,647263
20,13,1 1 1 1 4 1 2 1 2 2 1 1 2,4834483,20,-545747,-4834483,545747,-8.85846921742,21,1073247
20,13,1 1 1 1 4 1 2 1 3 1 1 1 2,5276851,20,-545747,-5276851,545747,-9.66904261498,21,663647
20,13,1 1 1 1 4 1 2 2 1 1 1 2 2,4674739,20,-545747,-4674739,545747,-8.56576215719,21,929887
20,13,1 1 1 1 4 1 2 2 1 1 2 1 2,4871347,20,-545747,-4871347,545747,-8.92601700055,21,1912927
20,13,1 1 1 1 4 1 2 2 1 2 1 1 2,5166259,20,-545747,-5166259,545747,-9.46639926559,21,241759
20,13,1 1 1 1 4 1 2 2 2 1 1 1 2,5608627,20,-545747,-5608627,545747,-10.2769726632,21,1929311
20,13,1 1 1 1 4 1 3 1 1 1 2 1 2,5369011,20,-545747,-5369011,545747,-9.83791207281,21,665695
20,13,1 1 1 1 4 1 3 1 1 2 1 1 2,5663923,20,-545747,-5663923,545747,-10.3782943379,21,1091679
20,13,1 1 1 1 4 1 3 1 2 1 1 1 2,6106291,20,-545747,-6106291,545747,-11.1888677354,21,682079
20,13,1 1 1 1 4 2 1 1 1 2 1 1 3,4363955,20,-545747,-4363955,545747,-7.99629681886,21,375391
20,13,1 1 1 1 4 2 1 1 1 2 1 2 2,4495027,20,-545747,-4495027,545747,-8.23646671443,21,1030751
